sample_index,timestamp_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,accel_magnitude_g,roll_kf_deg,pitch_kf_deg,roll_bias_dps,pitch_bias_dps,roll_k_angle,pitch_k_angle
30667,314160,-1794,-182,11714,-82,-171,-286,-0.20287,-0.01259,0.97859,-0.03206,0.09771,-0.03893,-0.73729,11.71108,0.99947,-0.73155,11.66199,-0.034313,0.034256,0.019505,0.019505
30668,314170,-1824,-206,11762,-93,-160,-282,-0.20471,-0.01407,0.98144,-0.11603,0.18168,-0.0084,-0.82108,11.78078,1.00266,-0.73398,11.66561,-0.034159,0.034053,0.018275,0.018275
30669,314180,-1792,-180,11730,-90,-164,-270,-0.20275,-0.01247,0.97954,-0.09313,0.15115,0.08321,-0.7294,11.69317,1.00038,-0.73447,11.66729,-0.034169,0.034004,0.01952,0.01952
30670,314191,-1764,-184,11774,-78,-188,-280,-0.20103,-0.01272,0.98215,-0.00153,-0.03206,0.00687,-0.74177,11.5667,1.00259,-0.73429,11.6648,-0.034156,0.034178,0.018321,0.018321
30671,314201,-1792,-168,11784,-78,-192,-286,-0.20275,-0.01173,0.98274,-0.00153,-0.0626,-0.03893,-0.68411,11.65615,1.00351,-0.73309,11.6637,-0.034238,0.03419,0.01743,0.01743
30672,314211,-1818,-174,11788,-75,-182,-283,-0.20434,-0.0121,0.98298,0.02137,0.01374,-0.01603,-0.70539,11.74252,1.00407,-0.73208,11.66482,-0.034281,0.034064,0.016825,0.016825
30673,314222,-1806,-142,11766,-84,-165,-279,-0.20361,-0.01014,0.98168,-0.04733,0.14351,0.0145,-0.59178,11.71678,1.00262,-0.72963,11.66685,-0.034526,0.033976,0.018357,0.018357
30674,314232,-1794,-200,11832,-84,-142,-281,-0.20287,-0.0137,0.9856,-0.04733,0.31908,-0.00076,-0.79622,11.62989,1.00635,-0.73069,11.66914,-0.034437,0.034029,0.014041,0.014041
30675,314242,-1802,-164,11806,-88,-179,-290,-0.20336,-0.01149,0.98405,-0.07786,0.03664,-0.06947,-0.66892,11.67539,1.00491,-0.73014,11.66927,-0.034531,0.03402,0.015919,0.015919
30676,314252,-1746,-160,11720,-80,-196,-281,-0.19992,-0.01124,0.97894,-0.01679,-0.09313,-0.00076,-0.65805,11.54174,0.99921,-0.72855,11.66552,-0.034665,0.034254,0.019612,0.019612
30677,314263,-1706,-174,11758,-84,-179,-285,-0.19747,-0.0121,0.9812,-0.04733,0.03664,-0.0313,-0.70667,11.3781,1.00095,-0.72824,11.65993,-0.034705,0.034787,0.019538,0.019538
30678,314273,-1806,-196,11730,-74,-138,-288,-0.20361,-0.01345,0.97954,0.02901,0.34962,-0.0542,-0.7868,11.74119,1.00056,-0.72877,11.66461,-0.034595,0.034641,0.019627,0.019627
30679,314283,-1788,-208,11786,-78,-167,-280,-0.2025,-0.01419,0.98286,-0.00153,0.12824,0.00687,-0.82703,11.64068,1.00361,-0.73016,11.66511,-0.034432,0.034682,0.01744,0.01744
30680,314293,-1784,-238,11726,-82,-205,-282,-0.20226,-0.01603,0.9793,-0.03206,-0.16183,-0.0084,-0.93768,11.66778,1.00009,-0.73422,11.66324,-0.034045,0.034674,0.019685,0.019685
30681,314304,-1822,-192,11734,-77,-200,-284,-0.20459,-0.01321,0.97977,0.00611,-0.12366,-0.02366,-0.77226,11.79349,1.00099,-0.73457,11.66422,-0.033974,0.03443,0.019475,0.019475
30682,314314,-1786,-160,11710,-73,-164,-288,-0.20238,-0.01124,0.97835,0.03664,0.15115,-0.0542,-0.65845,11.68647,0.99912,-0.73239,11.6658,-0.034113,0.034391,0.019497,0.019497
30683,314324,-1778,-190,11794,-79,-142,-283,-0.20189,-0.01308,0.98334,-0.00916,0.31908,-0.01603,-0.76231,11.60108,1.00393,-0.73265,11.6675,-0.034065,0.034501,0.017039,0.017039
30684,314335,-1722,-248,11734,-82,-166,-282,-0.19845,-0.01664,0.97977,-0.03206,0.13588,-0.0084,-0.97309,11.44863,0.99981,-0.73736,11.66419,-0.033617,0.03491,0.019647,0.019647
30685,314345,-1764,-174,11706,-77,-204,-283,-0.20103,-0.0121,0.97811,0.00611,-0.1542,-0.01603,-0.70891,11.61326,0.99863,-0.73642,11.66136,-0.033668,0.035,0.019276,0.019276
30686,314355,-1760,-184,11736,-82,-206,-286,-0.20078,-0.01272,0.97989,-0.03206,-0.16947,-0.03893,-0.74348,11.57885,1.00033,-0.73654,11.65773,-0.033655,0.035149,0.019596,0.019596
30687,314365,-1806,-134,11768,-83,-161,-281,-0.20361,-0.00965,0.98179,-0.03969,0.17405,-0.00076,-0.56307,11.71546,1.00273,-0.73343,11.66015,-0.033955,0.035052,0.018262,0.018262
30688,314376,-1820,-188,11740,-82,-152,-284,-0.20446,-0.01296,0.98013,-0.03206,0.24275,-0.02366,-0.75764,11.78248,1.00131,-0.73388,11.66455,-0.033911,0.034832,0.019276,0.019276
30689,314386,-1836,-188,11714,-82,-203,-281,-0.20545,-0.01296,0.97859,-0.03206,-0.14656,-0.00076,-0.75883,11.85563,1.0,-0.73435,11.66651,-0.033865,0.034474,0.019589,0.019589
30690,314396,-1810,-154,11718,-86,-202,-281,-0.20385,-0.01088,0.97882,-0.0626,-0.13893,-0.00076,-0.63659,11.76365,0.99988,-0.73272,11.66671,-0.034047,0.03429,0.019566,0.019566
30691,314407,-1788,-194,11690,-85,-191,-277,-0.2025,-0.01333,0.97716,-0.05496,-0.05496,0.02977,-0.78152,11.70689,0.99801,-0.73385,11.66659,-0.03396,0.034217,0.018819,0.018819
30692,314417,-1784,-194,11714,-91,-164,-282,-0.20226,-0.01333,0.97859,-0.10076,0.15115,-0.0084,-0.78038,11.67652,0.99936,-0.73541,11.66793,-0.033875,0.034201,0.019467,0.019467
30693,314427,-1794,-190,11776,-80,-161,-287,-0.20287,-0.01308,0.98227,-0.01679,0.17405,-0.04656,-0.76314,11.6683,1.00309,-0.73573,11.66931,-0.033828,0.034203,0.017862,0.017862
30694,314438,-1814,-152,11760,-86,-190,-282,-0.2041,-0.01075,0.98132,-0.0626,-0.04733,-0.0084,-0.62781,11.74832,1.00238,-0.73402,11.66998,-0.034018,0.034063,0.018518,0.018518
30695,314448,-1802,-188,11742,-86,-210,-278,-0.20336,-0.01296,0.98025,-0.0626,-0.2,0.02214,-0.75755,11.71921,1.0012,-0.73475,11.66863,-0.033976,0.033968,0.019271,0.019271
30696,314458,-1794,-198,11714,-85,-180,-273,-0.20287,-0.01357,0.97859,-0.05496,0.02901,0.06031,-0.79474,11.71093,0.99948,-0.73613,11.6694,-0.033865,0.03389,0.019481,0.019481
30697,314468,-1788,-152,11754,-81,-155,-275,-0.2025,-0.01075,0.98096,-0.02443,0.21985,0.04504,-0.62803,11.66312,1.0017,-0.73398,11.67111,-0.034059,0.033905,0.018976,0.018976
30698,314479,-1768,-172,11742,-80,-173,-281,-0.20127,-0.01198,0.98025,-0.01679,0.08244,-0.00076,-0.70019,11.6024,1.00077,-0.73316,11.67025,-0.034121,0.034032,0.019396,0.019396
30699,314489,-1804,-206,11788,-82,-193,-280,-0.20348,-0.01407,0.98298,-0.03206,-0.07023,0.00687,-0.81978,11.69421,1.00392,-0.7346,11.66963,-0.033982,0.033992,0.01694,0.01694
30700,314499,-1776,-200,11742,-81,-183,-280,-0.20176,-0.0137,0.98025,-0.02443,0.00611,0.00687,-0.80056,11.62967,1.00089,-0.73579,11.66859,-0.033861,0.034065,0.019375,0.019375
30701,314509,-1834,-214,11794,-82,-161,-292,-0.20532,-0.01456,0.98334,-0.03206,0.17405,-0.08473,-0.84807,11.79282,1.00465,-0.73758,11.67196,-0.033689,0.033877,0.016097,0.016097
30702,314520,-1816,-200,11746,-84,-162,-283,-0.20422,-0.0137,0.98049,-0.04733,0.16641,-0.01603,-0.80037,11.76445,1.00162,-0.73891,11.67503,-0.033576,0.033712,0.019068,0.019068
30703,314530,-1776,-174,11686,-81,-167,-278,-0.20176,-0.0121,0.97692,-0.02443,0.12824,0.02214,-0.70977,11.66843,0.99761,-0.73828,11.67583,-0.033627,0.033726,0.018517,0.018517
30704,314540,-1750,-216,11786,-76,-184,-289,-0.20017,-0.01468,0.98286,0.01374,-0.00153,-0.06183,-0.85563,11.51014,1.00315,-0.73991,11.67253,-0.033428,0.034005,0.017822,0.017822
30705,314551,-1794,-148,11798,-82,-182,-284,-0.20287,-0.01051,0.98358,-0.03206,0.01374,-0.02366,-0.61207,11.65358,1.00434,-0.73778,11.67202,-0.033628,0.034034,0.016523,0.016523
30706,314561,-1754,-188,11784,-82,-176,-281,-0.20041,-0.01296,0.98274,-0.03206,0.05954,-0.00076,-0.75562,11.52551,1.00306,-0.73809,11.66964,-0.033598,0.034284,0.017963,0.017963
30707,314571,-1740,-172,11714,-86,-172,-282,-0.19956,-0.01198,0.97859,-0.0626,0.09008,-0.0084,-0.70138,11.52504,0.9988,-0.73766,11.66739,-0.033666,0.034551,0.019344,0.019344
30708,314581,-1822,-204,11728,-82,-166,-275,-0.20459,-0.01394,0.97942,-0.03206,0.13588,0.04504,-0.81559,11.79754,1.00065,-0.73917,11.67092,-0.033521,0.034312,0.019521,0.019521
30709,314592,-1756,-134,11708,-83,-179,-277,-0.20054,-0.00965,0.97823,-0.03969,0.03664,0.02977,-0.56513,11.58462,0.99862,-0.73588,11.66929,-0.033839,0.034469,0.019225,0.019225
30710,314602,-1834,-208,11772,-86,-194,-278,-0.20532,-0.01419,0.98203,-0.0626,-0.07786,0.02214,-0.82773,11.80814,1.00337,-0.73778,11.67063,-0.033686,0.034235,0.017614,0.017614
30711,314612,-1780,-178,11734,-85,-201,-283,-0.20201,-0.01235,0.97977,-0.05496,-0.1313,-0.01603,-0.72205,11.64913,1.00046,-0.73768,11.66859,-0.033715,0.034272,0.01955,0.01955
30712,314622,-1792,-120,11722,-82,-174,-279,-0.20275,-0.00879,0.97906,-0.03206,0.07481,0.0145,-0.51439,11.69915,0.99987,-0.7333,11.66958,-0.03413,0.034216,0.019568,0.019568
30713,314633,-1842,-168,11660,-88,-160,-284,-0.20582,-0.01173,0.97538,-0.07786,0.18168,-0.02366,-0.68928,11.9144,0.99692,-0.73294,11.67541,-0.034205,0.033803,0.017892,0.017892
30714,314643,-1776,-216,11730,-78,-171,-281,-0.20176,-0.01468,0.97954,-0.00153,0.09771,-0.00076,-0.85854,11.63773,1.00021,-0.73507,11.6753,-0.033972,0.033874,0.019557,0.019557
30715,314653,-1774,-184,11736,-80,-200,-285,-0.20164,-0.01272,0.97989,-0.01679,-0.12366,-0.0313,-0.74348,11.62705,1.00051,-0.73507,11.67281,-0.033956,0.033961,0.019498,0.019498
30716,314664,-1750,-134,11702,-78,-192,-289,-0.20017,-0.00965,0.97787,-0.00153,-0.0626,-0.06183,-0.56533,11.56802,0.9982,-0.73154,11.66988,-0.03426,0.034147,0.018925,0.018925
30717,314674,-1748,-196,11702,-80,-166,-283,-0.20005,-0.01345,0.97787,-0.01679,0.13588,-0.01603,-0.78813,11.5606,0.99822,-0.73244,11.66881,-0.034158,0.034345,0.018932,0.018932
30718,314684,-1784,-162,11814,-88,-150,-278,-0.20226,-0.01137,0.98453,-0.07786,0.25802,0.02214,-0.66145,11.60826,1.00515,-0.73177,11.67008,-0.034263,0.034437,0.015487,0.015487
30719,314694,-1778,-168,11766,-82,-191,-280,-0.20189,-0.01173,0.98168,-0.03206,-0.05496,0.00687,-0.68485,11.6204,1.00229,-0.73088,11.66827,-0.034345,0.034523,0.018621,0.018621
30720,314705,-1802,-120,11742,-75,-201,-278,-0.20336,-0.00879,0.98025,0.02137,-0.1313,0.02214,-0.51377,11.71975,1.00116,-0.72613,11.66764,-0.034742,0.034426,0.019322,0.019322
30721,314715,-1758,-150,11776,-85,-202,-286,-0.20066,-0.01063,0.98227,-0.05496,-0.13893,-0.03893,-0.62004,11.545,1.00261,-0.72439,11.66369,-0.034927,0.034636,0.018336,0.018336
30722,314725,-1802,-172,11750,-86,-165,-283,-0.20336,-0.01198,0.98072,-0.0626,0.14351,-0.01603,-0.69985,11.71383,1.00166,-0.72419,11.66572,-0.034972,0.034547,0.019053,0.019053
30723,314736,-1748,-156,11664,-90,-138,-275,-0.20005,-0.011,0.97561,-0.09313,0.34962,0.04504,-0.64588,11.58699,0.99597,-0.72344,11.66748,-0.035098,0.034678,0.016875,0.016875
30724,314746,-1740,-226,11746,-86,-190,-277,-0.19956,-0.01529,0.98049,-0.0626,-0.04733,0.02977,-0.89355,11.50276,1.0007,-0.72703,11.66347,-0.034784,0.034981,0.019496,0.019496
30725,314756,-1798,-178,11778,-85,-177,-276,-0.20311,-0.01235,0.98239,-0.05496,0.05191,0.0374,-0.72013,11.68077,1.00324,-0.7271,11.66394,-0.034796,0.034953,0.017744,0.017744
30726,314766,-1746,-194,11726,-78,-159,-276,-0.19992,-0.01333,0.9793,-0.00153,0.18931,0.0374,-0.77981,11.53735,0.99959,-0.72781,11.66298,-0.034698,0.03519,0.019556,0.019556
30727,314777,-1762,-168,11778,-81,-148,-286,-0.20091,-0.01173,0.98239,-0.02443,0.27328,-0.03893,-0.68436,11.55724,1.00279,-0.72692,11.66339,-0.034772,0.035376,0.018182,0.018182
30728,314787,-1836,-230,11726,-85,-173,-279,-0.20545,-0.01554,0.9793,-0.05496,0.08244,0.0145,-0.90898,11.8468,1.00074,-0.73066,11.66743,-0.034437,0.035039,0.019473,0.019473
30729,314797,-1754,-184,11736,-84,-220,-285,-0.20041,-0.01272,0.97989,-0.04733,-0.27634,-0.0313,-0.74348,11.55819,1.00026,-0.73104,11.66224,-0.034413,0.035235,0.019547,0.019547
30730,314807,-1808,-198,11730,-85,-193,-280,-0.20373,-0.01357,0.97954,-0.05496,-0.07023,0.00687,-0.79397,11.74805,1.00059,-0.73246,11.66288,-0.034297,0.035075,0.019475,0.019475
30731,314818,-1754,-168,11668,-84,-174,-283,-0.20041,-0.01173,0.97585,-0.04733,0.07481,-0.01603,-0.68894,11.60489,0.99629,-0.73184,11.66227,-0.034368,0.03517,0.017201,0.017201
30732,314828,-1720,-232,11712,-80,-162,-282,-0.19833,-0.01566,0.97847,-0.01679,0.16641,-0.0084,-0.91694,11.4568,0.99849,-0.73521,11.65963,-0.034033,0.035545,0.019123,0.019123
30733,314838,-1774,-164,11678,-85,-172,-288,-0.20164,-0.01149,0.97645,-0.05496,0.09008,-0.0542,-0.67413,11.66713,0.99712,-0.73431,11.6603,-0.034138,0.035533,0.018067,0.018067
30734,314849,-1774,-160,11752,-84,-178,-288,-0.20164,-0.01124,0.98084,-0.04733,0.04427,-0.0542,-0.65677,11.61629,1.00142,-0.73295,11.65954,-0.034279,0.035613,0.019174,0.019174
30735,314859,-1834,-138,11732,-88,-183,-288,-0.20532,-0.00989,0.97965,-0.07786,0.00611,-0.0542,-0.57865,11.83659,1.00099,-0.7304,11.66268,-0.034563,0.035288,0.019355,0.019355
30736,314869,-1742,-210,11748,-73,-182,-285,-0.19968,-0.01431,0.98061,0.03664,0.01374,-0.0313,-0.8361,11.50846,1.00083,-0.73175,11.65948,-0.034367,0.035571,0.019395,0.019395
30737,314879,-1806,-190,11768,-77,-186,-285,-0.20361,-0.01308,0.98179,0.00611,-0.01679,-0.0313,-0.76351,11.715,1.00277,-0.73193,11.65997,-0.034312,0.035475,0.018147,0.018147
30738,314890,-1784,-168,11736,-89,-184,-284,-0.20226,-0.01173,0.97989,-0.0855,-0.00153,-0.02366,-0.6861,11.66161,1.00062,-0.73154,11.65964,-0.034397,0.035471,0.019448,0.019448
30739,314900,-1778,-190,11826,-91,-160,-285,-0.20189,-0.01308,0.98524,-0.10076,0.18168,-0.0313,-0.76084,11.5793,1.0058,-0.73262,11.6599,-0.034357,0.035585,0.014671,0.014671
30740,314910,-1836,-210,11698,-88,-168,-284,-0.20545,-0.01431,0.97763,-0.07786,0.12061,-0.02366,-0.83865,11.8666,0.99909,-0.73511,11.66475,-0.034163,0.035206,0.019423,0.019423
30741,314921,-1758,-180,11724,-83,-180,-283,-0.20066,-0.01247,0.97918,-0.03969,0.02901,-0.01603,-0.72966,11.5802,0.99961,-0.73506,11.66304,-0.034173,0.035362,0.019535,0.019535
30742,314931,-1816,-174,11764,-76,-194,-285,-0.20422,-0.0121,0.98156,0.01374,-0.07786,-0.0313,-0.70642,11.75224,1.00265,-0.73406,11.66356,-0.034222,0.035206,0.018288,0.018288
30743,314941,-1754,-192,11786,-81,-198,-276,-0.20041,-0.01321,0.98286,-0.02443,-0.1084,0.0374,-0.76983,11.52412,1.00318,-0.7346,11.65967,-0.034161,0.035438,0.017793,0.017793
30744,314951,-1718,-156,11762,-85,-176,-285,-0.19821,-0.011,0.98144,-0.05496,0.05954,-0.0313,-0.64205,11.41687,1.00131,-0.73302,11.65523,-0.034331,0.035882,0.019243,0.019243
30745,314962,-1804,-170,11792,-82,-175,-283,-0.20348,-0.01186,0.98322,-0.03206,0.06718,-0.01603,-0.69093,11.6918,1.00413,-0.7323,11.65615,-0.034397,0.035824,0.016759,0.016759
30746,314972,-1770,-180,11700,-81,-172,-276,-0.2014,-0.01247,0.97775,-0.02443,0.09008,0.0374,-0.73073,11.63803,0.99836,-0.73217,11.65634,-0.0344,0.035858,0.019085,0.019085
30747,314982,-1822,-200,11756,-88,-186,-281,-0.20459,-0.0137,0.98108,-0.07786,-0.01679,-0.00076,-0.79988,11.77814,1.00228,-0.73386,11.65809,-0.034281,0.035642,0.018631,0.018631
30748,314993,-1748,-152,11782,-82,-191,-284,-0.20005,-0.01075,0.98263,-0.03206,-0.05496,-0.02366,-0.62697,11.50656,1.00284,-0.7319,11.65445,-0.034465,0.035901,0.018144,0.018144
30749,315003,-1830,-150,11758,-85,-195,-281,-0.20508,-0.01063,0.9812,-0.05496,-0.0855,-0.00076,-0.62072,11.80466,1.00246,-0.73004,11.65604,-0.03466,0.035635,0.018491,0.018491
30750,315013,-1744,-226,11766,-79,-164,-282,-0.1998,-0.01529,0.98168,-0.00916,0.15115,-0.0084,-0.89246,11.50296,1.00192,-0.73286,11.65428,-0.034369,0.035912,0.018906,0.018906
30751,315024,-1766,-200,11670,-87,-170,-284,-0.20115,-0.0137,0.97597,-0.07023,0.10534,-0.02366,-0.80407,11.64469,0.99658,-0.73446,11.65479,-0.034251,0.035929,0.017565,0.017565
30752,315034,-1774,-188,11624,-84,-181,-280,-0.20164,-0.01296,0.97324,-0.04733,0.02137,0.00687,-0.763,11.70432,0.99399,-0.73501,11.65536,-0.034212,0.035861,0.014477,0.014477
30753,315044,-1814,-156,11774,-80,-199,-276,-0.2041,-0.011,0.98215,-0.01679,-0.11603,0.0374,-0.64159,11.73862,1.00319,-0.73316,11.65536,-0.03437,0.035717,0.017891,0.017891
30754,315054,-1764,-176,11696,-87,-203,-278,-0.20103,-0.01223,0.97752,-0.07023,-0.14656,0.02214,-0.71653,11.62011,0.99805,-0.7332,11.6529,-0.0344,0.035777,0.018981,0.018981
30755,315065,-1828,-246,11744,-82,-183,-284,-0.20496,-0.01652,0.98037,-0.03206,0.00611,-0.02366,-0.96533,11.80657,1.0017,-0.73762,11.65555,-0.033979,0.035498,0.019139,0.019139
30756,315075,-1792,-186,11722,-84,-157,-277,-0.20275,-0.01284,0.97906,-0.04733,0.20458,0.02977,-0.75129,11.69863,0.99992,-0.73802,11.65806,-0.033954,0.035421,0.019667,0.019667
30757,315085,-1786,-178,11724,-87,-161,-275,-0.20238,-0.01235,0.97918,-0.07023,0.17405,0.04504,-0.72249,11.67667,0.99995,-0.73807,11.65978,-0.033984,0.035389,0.019645,0.019645
30758,315095,-1792,-162,11716,-86,-182,-284,-0.20275,-0.01137,0.9787,-0.0626,0.01374,-0.02366,-0.66539,11.70299,0.99955,-0.73693,11.66042,-0.034119,0.035308,0.019585,0.019585
30759,315106,-1760,-128,11734,-83,-196,-276,-0.20078,-0.00928,0.97977,-0.03969,-0.09313,0.0374,-0.54271,11.58066,1.00018,-0.73318,11.6576,-0.03448,0.035454,0.019597,0.019597
30760,315116,-1820,-168,11770,-82,-205,-283,-0.20446,-0.01173,0.98191,-0.03206,-0.16183,-0.01603,-0.68469,11.76187,1.00304,-0.73228,11.65753,-0.034563,0.035273,0.017953,0.017953
30761,315126,-1786,-166,11786,-76,-180,-283,-0.20238,-0.01161,0.98286,0.01374,0.02901,-0.01603,-0.67687,11.6342,1.00355,-0.73084,11.65706,-0.034653,0.035311,0.01744,0.01744
30762,315136,-1850,-184,11752,-89,-152,-281,-0.20631,-0.01272,0.98084,-0.0855,0.24275,-0.00076,-0.74276,11.87721,1.00239,-0.73156,11.66319,-0.034633,0.034927,0.01858,0.01858
30763,315147,-1772,-220,11696,-82,-157,-279,-0.20152,-0.01492,0.97752,-0.03206,0.20458,0.0145,-0.87469,11.64728,0.99818,-0.73426,11.66455,-0.034375,0.034959,0.019001,0.019001
30764,315157,-1802,-170,11750,-82,-176,-285,-0.20336,-0.01186,0.98072,-0.03206,0.05954,-0.0313,-0.69268,11.71385,1.00166,-0.73344,11.66573,-0.034451,0.03487,0.019093,0.019093
30765,315167,-1800,-174,11712,-82,-199,-282,-0.20324,-0.0121,0.97847,-0.03206,-0.11603,-0.0084,-0.70865,11.73321,0.99942,-0.73293,11.66557,-0.034496,0.034742,0.019533,0.019533
30766,315178,-1750,-176,11798,-92,-203,-284,-0.20017,-0.01223,0.98358,-0.1084,-0.14656,-0.02366,-0.71211,11.50241,1.00381,-0.7333,11.66099,-0.034531,0.035005,0.017135,0.017135
30767,315188,-1854,-190,11736,-84,-188,-283,-0.20655,-0.01308,0.97989,-0.04733,-0.03206,-0.01603,-0.76499,11.90209,1.00151,-0.73403,11.66496,-0.034474,0.034565,0.019176,0.019176
30768,315198,-1798,-188,11686,-85,-158,-282,-0.20311,-0.01296,0.97692,-0.05496,0.19695,-0.0084,-0.76013,11.74422,0.9979,-0.73473,11.66804,-0.034428,0.034427,0.018779,0.018779
30769,315209,-1790,-236,11796,-85,-156,-282,-0.20262,-0.01591,0.98346,-0.05496,0.21221,-0.0084,-0.92657,11.64039,1.00424,-0.73812,11.66933,-0.034125,0.034473,0.016653,0.016653
30770,315219,-1754,-166,11650,-90,-193,-282,-0.20041,-0.01161,0.97478,-0.09313,-0.07023,-0.0084,-0.68249,11.61729,0.99524,-0.73781,11.66746,-0.034211,0.034551,0.016058,0.016058
30771,315229,-1790,-120,11774,-85,-208,-286,-0.20262,-0.00879,0.98215,-0.05496,-0.18473,-0.03893,-0.51278,11.65649,1.00287,-0.73392,11.66511,-0.0346,0.034566,0.018201,0.018201
30772,315240,-1778,-198,11780,-85,-200,-285,-0.20189,-0.01357,0.98251,-0.05496,-0.12366,-0.0313,-0.79157,11.61056,1.00313,-0.73515,11.66258,-0.034502,0.034656,0.017958,0.017958
30773,315250,-1784,-158,11740,-83,-158,-287,-0.20226,-0.01112,0.98013,-0.03969,0.19695,-0.04656,-0.65008,11.65894,1.00084,-0.73354,11.6641,-0.03466,0.034666,0.019553,0.019553
30774,315260,-1782,-168,11778,-90,-167,-271,-0.20213,-0.01173,0.98239,-0.09313,0.12824,0.07557,-0.68436,11.62593,1.00304,-0.73323,11.66433,-0.034745,0.034733,0.018038,0.018038
30775,315270,-1818,-206,11746,-79,-193,-281,-0.20434,-0.01407,0.98049,-0.00916,-0.07023,-0.00076,-0.82187,11.77127,1.00165,-0.73467,11.66535,-0.034583,0.034537,0.019164,0.019164
30776,315281,-1770,-182,11750,-78,-212,-282,-0.2014,-0.01259,0.98072,-0.00153,-0.21527,-0.0084,-0.73568,11.60372,1.00127,-0.73437,11.6617,-0.034581,0.034645,0.019358,0.019358
30777,315291,-1804,-166,11798,-82,-186,-280,-0.20348,-0.01161,0.98358,-0.03206,-0.01679,0.00687,-0.67638,11.68771,1.00447,-0.73339,11.66163,-0.034671,0.034604,0.016427,0.016427
30778,315301,-1846,-150,11736,-77,-152,-271,-0.20606,-0.01063,0.97989,0.00611,0.24275,0.07557,-0.62155,11.87495,1.00138,-0.73083,11.66779,-0.034875,0.034217,0.019326,0.019326
30779,315312,-1798,-190,11648,-77,-155,-278,-0.20311,-0.01308,0.97466,0.00611,0.21985,0.02214,-0.7691,11.77064,0.99569,-0.73107,11.67133,-0.034814,0.034058,0.016639,0.016639
30780,315322,-1810,-230,11724,-81,-182,-288,-0.20385,-0.01554,0.97918,-0.02443,0.01374,-0.0542,-0.90909,11.75875,1.00029,-0.73447,11.67285,-0.034482,0.033894,0.01969,0.01969
30781,315332,-1768,-200,11746,-83,-197,-280,-0.20127,-0.0137,0.98049,-0.03969,-0.10076,0.00687,-0.80037,11.5994,1.00103,-0.7358,11.6701,-0.03436,0.034027,0.019482,0.019482
30782,315342,-1790,-256,11782,-81,-189,-281,-0.20262,-0.01713,0.98263,-0.02443,-0.03969,-0.00076,-0.99887,11.64974,1.00345,-0.74034,11.66901,-0.033921,0.03406,0.017613,0.017613
30783,315353,-1764,-186,11764,-81,-177,-281,-0.20103,-0.01284,0.98156,-0.02443,0.05191,-0.00076,-0.74938,11.57349,1.00201,-0.74042,11.66738,-0.033904,0.034232,0.018929,0.018929
30784,315363,-1746,-176,11744,-74,-158,-290,-0.19992,-0.01223,0.98037,0.02901,0.19695,-0.06947,-0.71444,11.52527,1.00062,-0.73929,11.66619,-0.033951,0.034499,0.019598,0.019598
30785,315373,-1806,-198,11758,-82,-172,-280,-0.20361,-0.01357,0.9812,-0.03206,0.09008,0.00687,-0.79262,11.72182,1.00219,-0.74027,11.66778,-0.033856,0.034401,0.018765,0.018765
30786,315383,-1776,-192,11726,-86,-201,-278,-0.20176,-0.01321,0.9793,-0.0626,-0.1313,0.02214,-0.77263,11.64072,0.99995,-0.74119,11.66563,-0.033797,0.034448,0.019645,0.019645
30787,315394,-1784,-130,11768,-88,-208,-281,-0.20226,-0.0094,0.98179,-0.07786,-0.18473,-0.00076,-0.54876,11.63993,1.00245,-0.73806,11.663,-0.034136,0.034489,0.018529,0.018529
30788,315404,-1784,-148,11706,-88,-196,-277,-0.20226,-0.01051,0.97811,-0.07786,-0.09313,0.02977,-0.61549,11.68244,0.99886,-0.73611,11.66212,-0.034361,0.034451,0.019376,0.019376
30789,315414,-1840,-180,11708,-87,-153,-280,-0.20569,-0.01247,0.97823,-0.07023,0.23511,0.00687,-0.73037,11.87367,0.9997,-0.73635,11.66823,-0.034373,0.034062,0.01959,0.01959
30790,315424,-1794,-202,11758,-78,-150,-281,-0.20287,-0.01382,0.9812,-0.00153,0.25802,-0.00076,-0.80695,11.68055,1.00205,-0.73736,11.67066,-0.034246,0.034044,0.018814,0.018814
30791,315435,-1784,-190,11746,-88,-179,-283,-0.20226,-0.01308,0.98049,-0.07786,0.03664,-0.01603,-0.76453,11.65454,1.00122,-0.73831,11.67038,-0.034197,0.034074,0.019303,0.019303
30792,315445,-1820,-176,11720,-88,-207,-281,-0.20446,-0.01223,0.97894,-0.07786,-0.1771,-0.00076,-0.71548,11.79649,1.00014,-0.73829,11.67078,-0.034241,0.033836,0.019565,0.019565
30793,315455,-1784,-144,11742,-81,-186,-287,-0.20226,-0.01026,0.98025,-0.02443,-0.01679,-0.04656,-0.59981,11.65767,1.00095,-0.73551,11.67002,-0.034495,0.033859,0.019378,0.019378
30794,315466,-1834,-172,11716,-79,-167,-278,-0.20532,-0.01198,0.9787,-0.00916,0.12824,0.02214,-0.70129,11.84749,1.00008,-0.73459,11.67442,-0.034558,0.033532,0.019533,0.019533
30795,315476,-1756,-176,11754,-78,-157,-281,-0.20054,-0.01223,0.98096,-0.00153,0.20458,-0.00076,-0.71401,11.55288,1.00132,-0.73388,11.67376,-0.034594,0.033756,0.019187,0.019187
