sample_index,timestamp_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_acc_deg,pitch_acc_deg,accel_magnitude_g,roll_kf_deg,pitch_kf_deg,roll_bias_dps,pitch_bias_dps,roll_k_angle,pitch_k_angle
31177,319402,-1744,-188,11750,-89,-185,-286,-0.1998,-0.01296,0.98072,-0.0855,-0.00916,-0.03893,-0.75718,11.5142,1.00095,-0.76827,11.6501,-0.033394,0.039187,0.019298,0.019298
31178,319413,-1828,-224,11688,-87,-190,-283,-0.20496,-0.01517,0.97704,-0.07023,-0.04733,-0.01603,-0.8895,11.84589,0.99842,-0.77094,11.65297,-0.033177,0.038833,0.018994,0.018994
31179,319423,-1800,-178,11712,-78,-169,-276,-0.20324,-0.01235,0.97847,-0.00153,0.11298,0.0374,-0.72301,11.73317,0.99943,-0.7697,11.65525,-0.033264,0.038687,0.01939,0.01939
31180,319433,-1802,-188,11726,-83,-167,-284,-0.20336,-0.01296,0.9793,-0.03969,0.12824,-0.02366,-0.75828,11.73027,1.00027,-0.76954,11.65759,-0.033285,0.03855,0.019424,0.019424
31181,319444,-1714,-144,11720,-83,-175,-280,-0.19796,-0.01026,0.97894,-0.03969,0.06718,0.00687,-0.60061,11.43149,0.99881,-0.76636,11.65354,-0.033592,0.038962,0.019158,0.019158
31182,319454,-1806,-162,11776,-79,-184,-285,-0.20361,-0.01137,0.98227,-0.00916,-0.00153,-0.0313,-0.66297,11.70973,1.00321,-0.7643,11.65413,-0.033765,0.038867,0.017631,0.017631
31183,319464,-1738,-238,11722,-81,-186,-280,-0.19943,-0.01603,0.97906,-0.02443,-0.01679,0.00687,-0.93791,11.51203,0.99929,-0.76757,11.65084,-0.033446,0.039127,0.019342,0.019342
31184,319474,-1832,-200,11788,-83,-156,-280,-0.2052,-0.0137,0.98298,-0.03969,0.21221,0.00687,-0.79834,11.79027,1.00427,-0.76814,11.65484,-0.033398,0.038911,0.016483,0.016483
31185,319485,-1780,-192,11718,-83,-168,-279,-0.20201,-0.01321,0.97882,-0.03969,0.12061,0.0145,-0.77301,11.66,0.99954,-0.76829,11.65574,-0.033389,0.038903,0.019426,0.019426
31186,319495,-1764,-176,11722,-79,-184,-290,-0.20103,-0.01223,0.97906,-0.00916,-0.00153,-0.06947,-0.7154,11.60228,0.99956,-0.76703,11.6543,-0.033486,0.039001,0.019416,0.019416
31187,319505,-1792,-190,11696,-76,-198,-284,-0.20275,-0.01308,0.97752,0.01374,-0.1084,-0.02366,-0.76685,11.71657,0.99841,-0.76656,11.65404,-0.033486,0.038886,0.018966,0.018966
31188,319516,-1718,-298,11692,-86,-169,-284,-0.19821,-0.01971,0.97728,-0.0626,0.11298,-0.02366,-1.15533,11.46261,0.99737,-0.77392,11.65128,-0.032815,0.039218,0.018198,0.018198
31189,319526,-1660,12,11780,-80,-415,-278,-0.19465,-0.00069,0.98251,-0.01679,-1.76489,0.02214,-0.04042,11.20588,1.0016,-0.75985,11.62514,-0.034134,0.039987,0.018965,0.018965
31190,319536,-1850,-302,11822,-98,-546,-292,-0.20631,-0.01995,0.985,-0.1542,-2.76489,-0.08473,-1.16054,11.82708,1.00657,-0.76651,11.60023,-0.033617,0.039689,0.013653,0.013653
31191,319546,-1880,-412,11730,-100,8,-288,-0.20815,-0.0267,0.97954,-0.16947,1.46412,-0.0542,-1.56146,11.99232,1.00176,-0.78291,11.62163,-0.032191,0.03901,0.018956,0.018956
31192,319557,-1796,-246,11570,-81,474,-274,-0.20299,-0.01652,0.97003,-0.02443,5.02137,0.05267,-0.97562,11.81772,0.99118,-0.78497,11.67308,-0.031988,0.038856,0.011076,0.011076
31193,319567,-1760,-26,11514,-62,44,-269,-0.20078,-0.00302,0.9667,0.12061,1.73893,0.09084,-0.17924,11.7334,0.98734,-0.77882,11.69041,-0.032426,0.038825,0.007648,0.007648
31194,319577,-1656,70,11836,-77,-893,-289,-0.1944,0.00286,0.98583,0.00611,-5.41374,-0.06183,0.16649,11.15523,1.00482,-0.76314,11.6281,-0.033877,0.039562,0.01619,0.01619
31195,319587,-1626,-150,11980,-84,-868,-303,-0.19256,-0.01063,0.99439,-0.04733,-5.2229,-0.1687,-0.61249,10.95885,1.01292,-0.76213,11.57082,-0.033985,0.040004,0.007558,0.007558
31196,319597,-1898,-526,11874,-74,82,-289,-0.20925,-0.03369,0.98809,0.02901,2.02901,-0.06183,-1.95306,11.95031,1.01057,-0.77296,11.59416,-0.032899,0.039677,0.009612,0.009612
31197,319607,-1958,-480,11648,-72,769,-264,-0.21293,-0.03087,0.97466,0.04427,7.27328,0.12901,-1.81425,12.31772,0.99813,-0.79264,11.67928,-0.03096,0.038465,0.019627,0.019627
31198,319618,-1834,-86,11546,-79,235,-254,-0.20532,-0.0067,0.9686,-0.00916,3.19695,0.20534,-0.39659,11.96809,0.99015,-0.78831,11.71354,-0.03135,0.038211,0.010389,0.010389
31199,319628,-1638,110,11692,-75,-818,-278,-0.1933,0.00532,0.97728,0.02137,-4.84122,0.02214,0.31179,11.188,0.99622,-0.76808,11.6562,-0.033217,0.039021,0.017917,0.017917
31200,319638,-1684,-18,11900,-75,-1079,-302,-0.19612,-0.00253,0.98964,0.02137,-6.83359,-0.16107,-0.14667,11.2092,1.00889,-0.76039,11.58312,-0.033895,0.039434,0.011512,0.011512
31201,319648,-1782,-356,11940,-86,-243,-311,-0.20213,-0.02327,0.99201,-0.0626,-0.45191,-0.22977,-1.34356,11.51386,1.01267,-0.76533,11.57769,-0.033454,0.039483,0.00799,0.00799
31202,319658,-1926,-440,11698,-82,666,-276,-0.21097,-0.02842,0.97763,-0.03206,6.48702,0.0374,-1.66508,12.17249,1.00054,-0.78393,11.65314,-0.03169,0.038443,0.020682,0.020682
31203,319669,-1890,-242,11472,-81,555,-254,-0.20876,-0.01627,0.96421,-0.02443,5.63969,0.20534,-0.96694,12.21488,0.98668,-0.78524,11.71297,-0.031558,0.038081,0.007554,0.007554
31204,319679,-1762,36,11702,-73,-463,-270,-0.20091,0.00078,0.97787,0.03664,-2.1313,0.08321,0.04564,11.60997,0.9983,-0.76769,11.68962,-0.033156,0.038237,0.020308,0.020308
31205,319689,-1662,46,11882,-81,-1100,-298,-0.19477,0.00139,0.98857,-0.02443,-6.99389,-0.13053,0.0807,11.14574,1.00757,-0.75629,11.61299,-0.034229,0.038836,0.013338,0.013338
31206,319699,-1700,-174,11886,-88,-650,-296,-0.1971,-0.0121,0.98881,-0.07786,-3.55878,-0.11527,-0.70124,11.27233,1.00833,-0.75604,11.57322,-0.034294,0.039196,0.012452,0.012452
31207,319709,-1860,-302,11786,-74,346,-282,-0.20692,-0.01995,0.98286,0.02901,4.04427,-0.0084,-1.16306,11.88633,1.00461,-0.7625,11.61802,-0.033622,0.038745,0.017401,0.017401
31208,319720,-1860,-304,11542,-71,695,-265,-0.20692,-0.02008,0.96837,0.05191,6.7084,0.12137,-1.18772,12.05902,0.99043,-0.76636,11.68886,-0.033175,0.038352,0.01108,0.01108
31209,319730,-1962,-134,11562,-59,112,-271,-0.21318,-0.00965,0.96955,0.14351,2.25802,0.07557,-0.57018,12.3999,0.99276,-0.76188,11.72069,-0.033432,0.03744,0.013976,0.013976
31210,319740,-1690,-82,11812,-101,-1108,-291,-0.19649,-0.00646,0.98441,-0.1771,-7.05496,-0.0771,-0.37594,11.28763,1.00385,-0.75614,11.64305,-0.034112,0.038076,0.018532,0.018532
31211,319750,-1668,-162,11908,-85,-892,-288,-0.19514,-0.01137,0.99011,-0.05496,-5.40611,-0.0542,-0.65772,11.14859,1.00922,-0.75521,11.58352,-0.03422,0.038558,0.011563,0.011563
31212,319761,-1832,-262,11870,-76,69,-272,-0.2052,-0.0175,0.98785,0.01374,1.92977,0.06794,-1.01493,11.73305,1.00909,-0.75779,11.60397,-0.03393,0.038412,0.011776,0.011776
31213,319771,-1754,-186,11604,-89,616,-262,-0.20041,-0.01284,0.97205,-0.0855,6.10534,0.14427,-0.75671,11.64888,0.99258,-0.75828,11.66442,-0.033932,0.038433,0.013918,0.013918
31214,319781,-1864,-112,11542,-72,404,-266,-0.20717,-0.0083,0.96837,0.04427,4.48702,0.11374,-0.49104,12.07499,0.99031,-0.75452,11.71301,-0.034215,0.038045,0.011201,0.011201
31215,319791,-1802,-160,11706,-84,-704,-287,-0.20336,-0.01124,0.97811,-0.04733,-3.97099,-0.04656,-0.65861,11.74438,0.99909,-0.75259,11.67445,-0.03441,0.0379,0.021438,0.021438
31216,319801,-1698,-216,11898,-102,-1112,-296,-0.19698,-0.01468,0.98952,-0.18473,-7.0855,-0.11527,-0.84988,11.2572,1.00904,-0.75524,11.59908,-0.034301,0.038291,0.011956,0.011956
31217,319812,-1752,-276,11936,-82,-251,-280,-0.20029,-0.01836,0.99178,-0.03206,-0.51298,0.00687,-1.06051,11.41558,1.01197,-0.75797,11.59197,-0.034041,0.038443,0.009007,0.009007
31218,319822,-1776,-96,11528,-78,400,-262,-0.20176,-0.00732,0.96753,-0.00153,4.45649,0.14427,-0.43335,11.77905,0.98837,-0.7546,11.63749,-0.034329,0.038316,0.009384,0.009384
31219,319832,-1774,-116,11674,-74,-363,-279,-0.20164,-0.00854,0.97621,0.02901,-1.36794,0.0145,-0.5015,11.67025,0.99685,-0.74891,11.62436,-0.034808,0.038227,0.020013,0.020013
31220,319843,-1804,-192,11914,-82,-891,-288,-0.20348,-0.01321,0.99047,-0.03206,-5.39847,-0.0542,-0.76392,11.60838,1.01124,-0.74903,11.57037,-0.034794,0.038192,0.009786,0.009786
31221,319853,-1780,-266,11860,-83,-504,-287,-0.20201,-0.01775,0.98726,-0.03969,-2.44427,-0.04656,-1.02977,11.56225,1.00787,-0.75293,11.54577,-0.034429,0.03817,0.013717,0.013717
31222,319863,-1732,-230,11742,-79,313,-269,-0.19906,-0.01554,0.98025,-0.00916,3.79237,0.09084,-0.9081,11.47788,1.00038,-0.75611,11.58099,-0.034105,0.03839,0.022064,0.022064
31223,319873,-1806,-182,11638,-80,403,-264,-0.20361,-0.01259,0.97407,-0.01679,4.47939,0.12901,-0.74071,11.80536,0.9952,-0.75566,11.62863,-0.03413,0.038085,0.017937,0.017937
31224,319884,-1762,-98,11606,-82,-210,-279,-0.20091,-0.00744,0.97217,-0.03206,-0.2,0.0145,-0.43851,11.6759,0.99274,-0.75105,11.62697,-0.034565,0.038017,0.014482,0.014482
31225,319894,-1746,-136,11778,-82,-711,-291,-0.19992,-0.00977,0.98239,-0.03206,-4.02443,-0.0771,-0.56989,11.50252,1.00257,-0.74728,11.58461,-0.034919,0.038181,0.020662,0.020662
31226,319904,-1788,-212,11902,-83,-538,-290,-0.2025,-0.01443,0.98976,-0.03969,-2.70382,-0.06947,-0.83548,11.56178,1.01036,-0.74827,11.55724,-0.03483,0.038176,0.010688,0.010688
31227,319914,-1820,-238,11820,-79,75,-275,-0.20446,-0.01603,0.98488,-0.00916,1.97557,0.04504,-0.93237,11.72668,1.00601,-0.75102,11.57906,-0.034546,0.037945,0.016288,0.016288
31228,319925,-1820,-202,11622,-83,353,-264,-0.20446,-0.01382,0.97312,-0.03969,4.09771,0.12901,-0.81365,11.86482,0.99446,-0.75213,11.62381,-0.034446,0.037551,0.016965,0.016965
31229,319935,-1846,-132,11702,-80,-67,-277,-0.20606,-0.00953,0.97787,-0.01679,0.8916,0.02977,-0.55814,11.89892,0.99939,-0.7477,11.63821,-0.034848,0.036997,0.021966,0.021966
31230,319945,-1760,-148,11758,-84,-588,-297,-0.20078,-0.01051,0.9812,-0.04733,-3.0855,-0.1229,-0.61356,11.56414,1.00159,-0.74495,11.60607,-0.03512,0.037084,0.021403,0.021403
31231,319955,-1794,-194,11846,-84,-544,-297,-0.20287,-0.01333,0.98643,-0.04733,-2.74962,-0.1229,-0.77417,11.62041,1.00716,-0.74549,11.57881,-0.03508,0.037026,0.014537,0.014537
31232,319966,-1792,-260,11834,-82,-96,-285,-0.20275,-0.01738,0.98572,-0.03206,0.67023,-0.0313,-1.01,11.62102,1.0065,-0.74956,11.5857,-0.034693,0.036973,0.015481,0.015481
31233,319976,-1830,-214,11628,-81,238,-271,-0.20508,-0.01456,0.97348,-0.02443,3.21985,0.07557,-0.85667,11.89506,0.99495,-0.75133,11.62239,-0.034515,0.036513,0.017532,0.017532
31234,319986,-1840,-160,11650,-89,45,-273,-0.20569,-0.01124,0.97478,-0.0855,1.74656,0.06031,-0.66086,11.91462,0.99631,-0.75009,11.64481,-0.034681,0.03601,0.019319,0.019319
31235,319996,-1774,-166,11718,-88,-383,-282,-0.20164,-0.01161,0.97882,-0.07786,-1.52061,-0.0084,-0.67967,11.63956,0.99944,-0.74898,11.62947,-0.034827,0.035989,0.02177,0.02177
31236,320007,-1784,-182,11806,-89,-540,-286,-0.20226,-0.01259,0.98405,-0.0855,-2.71908,-0.03893,-0.73319,11.61354,1.0047,-0.74919,11.60213,-0.034855,0.03597,0.017867,0.017867
31237,320017,-1778,-220,11858,-79,-254,-286,-0.20189,-0.01492,0.98714,-0.00916,-0.53588,-0.03893,-0.86616,11.5573,1.00769,-0.75055,11.59587,-0.034702,0.03602,0.013759,0.013759
31238,320027,-1784,-208,11740,-77,86,-274,-0.20226,-0.01419,0.98013,0.00611,2.05954,0.05267,-0.82934,11.65848,1.00088,-0.75185,11.61702,-0.03454,0.035934,0.021611,0.021611
31239,320037,-1828,-188,11648,-75,63,-274,-0.20496,-0.01296,0.97466,0.02137,1.88397,0.05267,-0.76189,11.87433,0.99606,-0.75149,11.64,-0.034521,0.035509,0.018821,0.018821
31240,320047,-1772,-212,11736,-79,-225,-279,-0.20152,-0.01443,0.97989,-0.00916,-0.3145,0.0145,-0.84388,11.61989,1.0005,-0.75324,11.63614,-0.034332,0.035543,0.02158,0.02158
31241,320058,-1778,-154,11724,-77,-420,-282,-0.20189,-0.01088,0.97918,0.00611,-1.80305,-0.0084,-0.63636,11.64932,0.99983,-0.75032,11.61843,-0.034569,0.035478,0.021529,0.021529
31242,320068,-1784,-198,11838,-82,-342,-275,-0.20226,-0.01357,0.98595,-0.03206,-1.20763,0.04504,-0.7888,11.59161,1.00658,-0.75088,11.60578,-0.034515,0.035499,0.015065,0.015065
31243,320078,-1756,-142,11696,-79,-77,-276,-0.20054,-0.01014,0.97752,-0.00916,0.81527,0.0374,-0.5943,11.59278,0.99793,-0.7474,11.61315,-0.034819,0.035539,0.020614,0.020614
31244,320089,-1792,-208,11722,-76,8,-274,-0.20275,-0.01419,0.97906,0.01374,1.46412,0.05267,-0.83025,11.69841,0.99993,-0.7487,11.62896,-0.034651,0.035396,0.021407,0.021407
31245,320099,-1834,-202,11688,-82,-295,-289,-0.20532,-0.01382,0.97704,-0.03206,-0.84885,-0.06183,-0.81038,11.86681,0.99848,-0.74996,11.62526,-0.034529,0.03491,0.020844,0.020844
31246,320109,-1776,-158,11792,-83,-355,-276,-0.20176,-0.01112,0.98322,-0.03969,-1.30687,0.0374,-0.64804,11.59586,1.00377,-0.74811,11.61154,-0.034709,0.034938,0.018647,0.018647
31247,320119,-1786,-120,11764,-81,-204,-277,-0.20238,-0.00879,0.98156,-0.02443,-0.1542,0.02977,-0.51309,11.64961,1.00224,-0.74326,11.61046,-0.035158,0.034862,0.020218,0.020218
31248,320129,-1744,-166,11756,-80,-55,-278,-0.1998,-0.01161,0.98108,-0.01679,0.98321,0.02214,-0.6781,11.51032,1.00129,-0.74172,11.61766,-0.035286,0.035077,0.020813,0.020813
31249,320140,-1786,-182,11702,-78,-39,-279,-0.20238,-0.01259,0.97787,-0.00153,1.10534,0.0145,-0.73783,11.6918,0.99867,-0.74131,11.62968,-0.035293,0.034953,0.02072,0.02072
31250,320150,-1836,-204,11714,-88,-187,-284,-0.20545,-0.01394,0.97859,-0.07786,-0.02443,-0.02366,-0.81629,11.85547,1.00002,-0.7433,11.63384,-0.035145,0.034503,0.021007,0.021007
31251,320160,-1784,-176,11672,-90,-300,-281,-0.20226,-0.01223,0.97609,-0.09313,-0.88702,-0.00076,-0.71757,11.70571,0.9969,-0.74338,11.62617,-0.035192,0.034357,0.019132,0.019132
31252,320171,-1834,-150,11792,-89,-270,-281,-0.20532,-0.01063,0.98322,-0.0855,-0.65802,-0.00076,-0.61944,11.79479,1.00449,-0.74171,11.62232,-0.035398,0.034067,0.017459,0.017459
31253,320181,-1766,-182,11720,-85,-140,-276,-0.20115,-0.01259,0.97894,-0.05496,0.33435,0.0374,-0.73702,11.61049,0.99947,-0.7418,11.62501,-0.035407,0.034096,0.020843,0.020843
31254,320191,-1814,-210,11728,-80,-70,-275,-0.2041,-0.01431,0.97942,-0.01679,0.8687,0.04504,-0.83712,11.76996,1.00056,-0.7436,11.63619,-0.03522,0.033828,0.020767,0.020767
31255,320201,-1802,-200,11754,-78,-132,-279,-0.20336,-0.0137,0.98096,-0.00153,0.39542,0.0145,-0.79998,11.71081,1.00191,-0.7444,11.64123,-0.035112,0.033694,0.020047,0.020047
31256,320212,-1770,-178,11742,-81,-217,-280,-0.2014,-0.01235,0.98025,-0.02443,-0.25344,0.00687,-0.7217,11.60923,1.0008,-0.74383,11.63776,-0.035156,0.03375,0.020586,0.020586
31257,320222,-1748,-184,11762,-79,-253,-277,-0.20005,-0.01272,0.98144,-0.00916,-0.52824,0.02977,-0.74231,11.51985,1.0017,-0.74354,11.62989,-0.035159,0.033963,0.020088,0.020088
31258,320232,-1772,-190,11746,-81,-204,-277,-0.20152,-0.01308,0.98049,-0.02443,-0.1542,0.02977,-0.76453,11.61326,1.00107,-0.74387,11.6277,-0.035118,0.033992,0.020379,0.020379
31259,320242,-1828,-172,11734,-80,-144,-284,-0.20496,-0.01198,0.97977,-0.01679,0.30382,-0.02366,-0.70053,11.8143,1.00105,-0.74281,11.63414,-0.035201,0.033638,0.020332,0.020332
31260,320253,-1850,-196,11750,-79,-129,-285,-0.20631,-0.01345,0.98072,-0.00916,0.41832,-0.0313,-0.78584,11.87849,1.00228,-0.74339,11.64268,-0.035121,0.033195,0.019508,0.019508
31261,320263,-1792,-164,11684,-80,-166,-279,-0.20275,-0.01149,0.9768,-0.01679,0.13588,0.0145,-0.67388,11.72512,0.99769,-0.74186,11.64529,-0.035248,0.033045,0.019448,0.019448
31262,320273,-1818,-168,11704,-87,-190,-287,-0.20434,-0.01173,0.97799,-0.07023,-0.04733,-0.04656,-0.68743,11.80082,0.99918,-0.7411,11.64766,-0.035354,0.032745,0.0203,0.0203
31263,320283,-1784,-244,11740,-83,-206,-282,-0.20226,-0.0164,0.98013,-0.03969,-0.16947,-0.0084,-0.9584,11.65808,1.00092,-0.74553,11.64589,-0.034938,0.032722,0.020219,0.020219
31264,320294,-1748,-186,11736,-88,-221,-279,-0.20005,-0.01284,0.97989,-0.07786,-0.28397,0.0145,-0.75065,11.53751,1.00019,-0.74606,11.64058,-0.034929,0.032924,0.020331,0.020331
31265,320304,-1774,-174,11654,-91,-169,-276,-0.20164,-0.0121,0.97502,-0.10076,0.11298,0.0374,-0.71115,11.68364,0.99573,-0.7461,11.64211,-0.034987,0.032855,0.01721,0.01721
31266,320314,-1838,-198,11766,-83,-113,-283,-0.20557,-0.01357,0.98168,-0.03969,0.54046,-0.01603,-0.79224,11.82613,1.00306,-0.74701,11.65052,-0.034906,0.03254,0.018599,0.018599
31267,320325,-1774,-172,11656,-89,-146,-280,-0.20164,-0.01198,0.97514,-0.0855,0.28855,0.00687,-0.70386,11.68227,0.99584,-0.74676,11.65358,-0.034978,0.032493,0.017352,0.017352
31268,320335,-1804,-114,11728,-90,-214,-290,-0.20348,-0.00842,0.97942,-0.09313,-0.23053,-0.06947,-0.49268,11.73635,1.00037,-0.74217,11.65269,-0.035466,0.032329,0.020278,0.020278
31269,320345,-1752,-132,11750,-80,-275,-288,-0.20029,-0.00953,0.98072,-0.01679,-0.69618,-0.0542,-0.55652,11.54218,1.00101,-0.73827,11.64333,-0.035818,0.032525,0.020057,0.020057
31270,320356,-1862,-212,11748,-78,-73,-280,-0.20704,-0.01443,0.98061,-0.00153,0.8458,0.00687,-0.84327,11.92092,1.00233,-0.73995,11.65664,-0.035626,0.032036,0.019198,0.019198
31271,320366,-1786,-220,11686,-91,-143,-282,-0.20238,-0.01492,0.97692,-0.10076,0.31145,-0.0084,-0.87523,11.70249,0.99778,-0.74319,11.66026,-0.035381,0.031957,0.01926,0.01926
31272,320376,-1816,-150,11730,-87,-152,-284,-0.20422,-0.01063,0.97954,-0.07023,0.24275,-0.02366,-0.62177,11.776,1.00065,-0.74109,11.66465,-0.035613,0.031741,0.020086,0.020086
31273,320386,-1818,-148,11714,-77,-273,-283,-0.20434,-0.01051,0.97859,0.00611,-0.68092,-0.01603,-0.6152,11.79402,0.99975,-0.73815,11.66027,-0.035851,0.031482,0.020118,0.020118
31274,320397,-1802,-194,11784,-85,-272,-287,-0.20336,-0.01333,0.98274,-0.05496,-0.67328,-0.04656,-0.77708,11.69022,1.00365,-0.73903,11.65388,-0.035786,0.03142,0.017766,0.017766
31275,320407,-1868,-206,11756,-83,-87,-275,-0.20741,-0.01407,0.98108,-0.03969,0.73893,0.04504,-0.82137,11.93595,1.00286,-0.7406,11.66607,-0.035641,0.030936,0.018602,0.018602
31276,320417,-1814,-170,11770,-87,-83,-274,-0.2041,-0.01186,0.98191,-0.07023,0.76947,0.05267,-0.69185,11.74126,1.00297,-0.74004,11.67471,-0.035727,0.030817,0.01849,0.01849
31277,320427,-1824,-198,11744,-90,-187,-283,-0.20471,-0.01357,0.98037,-0.09313,-0.02443,-0.01603,-0.7933,11.79335,1.0016,-0.74165,11.67649,-0.03563,0.030597,0.019587,0.019587
31278,320438,-1802,-174,11730,-78,-246,-286,-0.20336,-0.0121,0.97954,-0.00153,-0.47481,-0.03893,-0.70787,11.72763,1.0005,-0.74064,11.67256,-0.035693,0.03049,0.020004,0.020004
31279,320448,-1824,-176,11776,-78,-253,-282,-0.20471,-0.01223,0.98227,-0.00153,-0.52824,-0.0084,-0.71306,11.77137,1.00345,-0.73981,11.66884,-0.035739,0.030313,0.017927,0.017927
31280,320458,-1746,-182,11766,-80,-163,-280,-0.19992,-0.01259,0.98168,-0.01679,0.15878,0.00687,-0.73497,11.51028,1.00191,-0.73953,11.66704,-0.035748,0.030606,0.019334,0.019334
31281,320468,-1798,-132,11746,-85,-62,-280,-0.20311,-0.00953,0.98049,-0.05496,0.92977,0.00687,-0.55666,11.70316,1.00135,-0.73612,11.67656,-0.036088,0.030555,0.019648,0.019648
31282,320479,-1772,-150,11666,-84,-143,-280,-0.20152,-0.01063,0.97573,-0.04733,0.31145,0.00687,-0.6242,11.66862,0.99638,-0.73425,11.67918,-0.036275,0.030573,0.017701,0.017701
31283,320489,-1740,-136,11684,-84,-250,-288,-0.19956,-0.00977,0.9768,-0.04733,-0.50534,-0.0542,-0.57315,11.54578,0.99703,-0.7314,11.67147,-0.036556,0.030796,0.018388,0.018388
31284,320499,-1802,-132,11730,-86,-260,-288,-0.20336,-0.00953,0.97954,-0.0626,-0.58168,-0.0542,-0.5572,11.72797,1.00047,-0.72818,11.66659,-0.036885,0.030678,0.019935,0.019935
31285,320510,-1794,-198,11674,-79,-168,-283,-0.20287,-0.01357,0.97621,-0.00916,0.12061,-0.01603,-0.79668,11.73865,0.99716,-0.72917,11.66881,-0.036764,0.030553,0.018481,0.018481
31286,320520,-1796,-186,11658,-80,-92,-281,-0.20299,-0.01284,0.97526,-0.01679,0.70076,-0.00076,-0.75422,11.7568,0.99624,-0.72942,11.67693,-0.036722,0.030419,0.017516,0.017516
31287,320530,-1792,-172,11648,-81,-115,-284,-0.20275,-0.01198,0.97466,-0.02443,0.52519,-0.02366,-0.7042,11.75006,0.9956,-0.72887,11.68302,-0.036762,0.03031,0.016772,0.016772
31288,320540,-1780,-182,11696,-85,-212,-281,-0.20201,-0.01259,0.97752,-0.05496,-0.21527,-0.00076,-0.7381,11.67526,0.99825,-0.72923,11.68046,-0.036746,0.03032,0.019401,0.019401
31289,320551,-1786,-144,11724,-92,-277,-281,-0.20238,-0.01026,0.97918,-0.1084,-0.71145,-0.00076,-0.60047,11.67694,0.99993,-0.72736,11.67313,-0.03699,0.030313,0.019959,0.019959
31290,320561,-1782,-226,11762,-83,-207,-285,-0.20213,-0.01529,0.98144,-0.03969,-0.1771,-0.0313,-0.89268,11.63632,1.00215,-0.73054,11.67039,-0.036692,0.030375,0.01906,0.01906
31291,320571,-1784,-212,11748,-88,-117,-285,-0.20226,-0.01443,0.98061,-0.07786,0.50992,-0.0313,-0.84327,11.65294,1.00135,-0.73315,11.67475,-0.036484,0.030417,0.019561,0.019561
31292,320582,-1768,-186,11738,-79,-124,-280,-0.20127,-0.01284,0.98001,-0.00916,0.45649,0.00687,-0.75056,11.60501,1.00055,-0.73323,11.67754,-0.036451,0.030555,0.019827,0.019827
31293,320592,-1790,-154,11794,-79,-172,-284,-0.20262,-0.01088,0.98334,-0.00916,0.09008,-0.02366,-0.63366,11.64255,1.00406,-0.73126,11.67753,-0.036612,0.030613,0.017098,0.017098
31294,320602,-1764,-206,11754,-85,-232,-283,-0.20103,-0.01407,0.98096,-0.05496,-0.36794,-0.01603,-0.82147,11.58012,1.00145,-0.73319,11.67172,-0.036446,0.030785,0.01948,0.01948
31295,320612,-1784,-144,11716,-85,-149,-286,-0.20226,-0.01026,0.9787,-0.05496,0.26565,-0.03893,-0.60076,11.67557,0.99944,-0.73075,11.6741,-0.036694,0.030782,0.019796,0.019796
31296,320623,-1778,-186,11750,-86,-130,-279,-0.20189,-0.01284,0.98072,-0.0626,0.41069,0.0145,-0.75001,11.6312,1.00137,-0.73138,11.67699,-0.036659,0.030868,0.01947,0.01947
31297,320633,-1794,-216,11752,-87,-179,-279,-0.20287,-0.01468,0.98084,-0.07023,0.03664,0.0145,-0.8574,11.68453,1.00171,-0.73414,11.67719,-0.03643,0.030855,0.019255,0.019255
31298,320643,-1796,-204,11716,-84,-218,-282,-0.20299,-0.01394,0.9787,-0.04733,-0.26107,-0.0084,-0.81619,11.71638,0.99963,-0.73587,11.67511,-0.036277,0.030776,0.019763,0.019763
31299,320654,-1774,-182,11664,-82,-206,-285,-0.20164,-0.01259,0.97561,-0.03206,-0.16947,-0.0313,-0.73953,11.67665,0.99631,-0.73589,11.67317,-0.036271,0.03077,0.01744,0.01744
31300,320664,-1766,-194,11706,-82,-161,-286,-0.20115,-0.01333,0.97811,-0.03206,0.17405,-0.03893,-0.78076,11.61998,0.99867,-0.73672,11.67354,-0.036188,0.030871,0.019444,0.019444
31301,320674,-1742,-176,11718,-87,-115,-281,-0.19968,-0.01223,0.97882,-0.07023,0.52519,-0.00076,-0.71557,11.52917,0.99906,-0.73664,11.67555,-0.036228,0.031147,0.019591,0.019591
31302,320684,-1820,-208,11702,-84,-165,-283,-0.20446,-0.01419,0.97787,-0.04733,0.14351,-0.01603,-0.83125,11.80872,0.99912,-0.7386,11.67926,-0.036053,0.030903,0.01959,0.01959
31303,320695,-1766,-188,11750,-79,-234,-290,-0.20115,-0.01296,0.98072,-0.00916,-0.38321,-0.06947,-0.75718,11.5899,1.00122,-0.7387,11.67347,-0.036018,0.031059,0.01943,0.01943
31304,320705,-1772,-174,11770,-77,-223,-291,-0.20152,-0.0121,0.98191,0.00611,-0.29924,-0.0771,-0.70616,11.597,1.00245,-0.73768,11.6688,-0.036075,0.031188,0.018601,0.018601
31305,320715,-1778,-220,11690,-81,-162,-280,-0.20189,-0.01492,0.97716,-0.02443,0.16641,0.00687,-0.87501,11.67212,0.99791,-0.74016,11.67019,-0.035829,0.031185,0.018884,0.018884
