sample_index,timestamp_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,ax_calibrated_g,ay_calibrated_g,az_calibrated_g,gx_dps,gy_dps,gz_dps
89005,890063,1692,-52,12132,-80,-187,-284,0.01105,-0.00462,1.00342,-0.61069,-1.42748,-2.16794
89006,890073,1730,-70,12094,-75,-185,-286,0.01338,-0.00572,1.00116,-0.57252,-1.41221,-2.18321
89007,890083,1724,-38,12048,-81,-181,-281,0.01302,-0.00376,0.99843,-0.61832,-1.38168,-2.14504
89008,890093,1750,-52,11956,-79,-175,-278,0.01461,-0.00462,0.99296,-0.60305,-1.33588,-2.12214
89009,890103,1688,-8,12044,-79,-184,-287,0.01081,-0.00192,0.99819,-0.60305,-1.40458,-2.19084
89010,890113,1720,-10,12104,-78,-186,-284,0.01277,-0.00204,1.00176,-0.59542,-1.41985,-2.16794
89011,890123,1708,-58,12028,-78,-179,-279,0.01203,-0.00499,0.99724,-0.59542,-1.36641,-2.12977
89012,890133,1728,-84,12018,-83,-193,-285,0.01326,-0.00658,0.99665,-0.63359,-1.47328,-2.17557
89013,890143,1764,-18,12058,-81,-188,-283,0.01547,-0.00253,0.99903,-0.61832,-1.43511,-2.16031
89014,890153,1756,-32,12140,-79,-184,-278,0.01498,-0.00339,1.0039,-0.60305,-1.40458,-2.12214
89015,890163,1730,-42,12056,-77,-188,-285,0.01338,-0.00401,0.99891,-0.58779,-1.43511,-2.17557
89016,890173,1736,-22,12008,-77,-175,-284,0.01375,-0.00278,0.99605,-0.58779,-1.33588,-2.16794
89017,890183,1724,-46,12158,-77,-187,-281,0.01302,-0.00425,1.00497,-0.58779,-1.42748,-2.14504
89018,890193,1774,-78,12018,-84,-180,-277,0.01608,-0.00621,0.99665,-0.64122,-1.37405,-2.1145
89019,890203,1730,-42,12060,-87,-182,-281,0.01338,-0.00401,0.99914,-0.66412,-1.38931,-2.14504
89020,890213,1726,-52,12052,-84,-184,-285,0.01314,-0.00462,0.99867,-0.64122,-1.40458,-2.17557
89021,890223,1696,-54,12088,-77,-189,-281,0.0113,-0.00474,1.00081,-0.58779,-1.44275,-2.14504
89022,890233,1748,-10,12060,-78,-181,-280,0.01449,-0.00204,0.99914,-0.59542,-1.38168,-2.1374
89023,890243,1752,-16,12034,-79,-175,-279,0.01473,-0.00241,0.9976,-0.60305,-1.33588,-2.12977
89024,890253,1708,-52,12102,-77,-172,-280,0.01203,-0.00462,1.00164,-0.58779,-1.31298,-2.1374
89025,890263,1740,-40,12058,-77,-172,-277,0.014,-0.00388,0.99903,-0.58779,-1.31298,-2.1145
89026,890273,1664,-30,11982,-76,-177,-281,0.00933,-0.00327,0.99451,-0.58015,-1.35115,-2.14504
89027,890283,1726,-52,12010,-68,-181,-282,0.01314,-0.00462,0.99617,-0.51908,-1.38168,-2.15267
89028,890293,1712,-22,12112,-76,-177,-283,0.01228,-0.00278,1.00223,-0.58015,-1.35115,-2.16031
89029,890303,1716,-16,12072,-79,-181,-282,0.01252,-0.00241,0.99986,-0.60305,-1.38168,-2.15267
89030,890313,1764,-48,12008,-79,-185,-282,0.01547,-0.00437,0.99605,-0.60305,-1.41221,-2.15267
89031,890323,1760,10,12122,-82,-179,-278,0.01522,-0.00082,1.00283,-0.62595,-1.36641,-2.12214
89032,890333,1734,-38,12070,-79,-182,-284,0.01363,-0.00376,0.99974,-0.60305,-1.38931,-2.16794
89033,890343,1738,-42,12028,-72,-181,-275,0.01387,-0.00401,0.99724,-0.54962,-1.38168,-2.09924
89034,890353,1758,-84,12106,-79,-181,-280,0.0151,-0.00658,1.00188,-0.60305,-1.38168,-2.1374
89035,890363,1784,12,12016,-81,-188,-282,0.0167,-0.00069,0.99653,-0.61832,-1.43511,-2.15267
89036,890373,1778,-14,12066,-78,-183,-277,0.01633,-0.00229,0.9995,-0.59542,-1.39695,-2.1145
89037,890383,1738,-56,12078,-80,-190,-276,0.01387,-0.00486,1.00021,-0.61069,-1.45038,-2.10687
89038,890393,1718,-50,12066,-75,-181,-282,0.01265,-0.0045,0.9995,-0.57252,-1.38168,-2.15267
89039,890403,1774,-8,12048,-76,-183,-286,0.01608,-0.00192,0.99843,-0.58015,-1.39695,-2.18321
89040,890413,1750,10,12082,-74,-186,-282,0.01461,-0.00082,1.00045,-0.56489,-1.41985,-2.15267
89041,890423,1718,12,12018,-76,-191,-275,0.01265,-0.00069,0.99665,-0.58015,-1.45802,-2.09924
89042,890433,1722,-50,12132,-86,-183,-279,0.01289,-0.0045,1.00342,-0.65649,-1.39695,-2.12977
89043,890443,1728,-52,12070,-78,-182,-285,0.01326,-0.00462,0.99974,-0.59542,-1.38931,-2.17557
89044,890453,1720,-52,11996,-79,-195,-280,0.01277,-0.00462,0.99534,-0.60305,-1.48855,-2.1374
89045,890463,1722,2,12054,-76,-190,-281,0.01289,-0.00131,0.99879,-0.58015,-1.45038,-2.14504
89046,890473,1736,-8,12038,-78,-188,-281,0.01375,-0.00192,0.99784,-0.59542,-1.43511,-2.14504
89047,890483,1726,-38,12022,-85,-189,-277,0.01314,-0.00376,0.99689,-0.64885,-1.44275,-2.1145
89048,890493,1760,-18,12024,-77,-184,-281,0.01522,-0.00253,0.99701,-0.58779,-1.40458,-2.14504
89049,890503,1720,-8,12046,-78,-183,-283,0.01277,-0.00192,0.99831,-0.59542,-1.39695,-2.16031
89050,890513,1742,-68,12116,-76,-187,-285,0.01412,-0.0056,1.00247,-0.58015,-1.42748,-2.17557
89051,890523,1784,-38,12020,-75,-184,-278,0.0167,-0.00376,0.99677,-0.57252,-1.40458,-2.12214
89052,890533,1736,-34,12004,-79,-190,-284,0.01375,-0.00351,0.99582,-0.60305,-1.45038,-2.16794
89053,890543,1782,-12,12026,-80,-189,-285,0.01657,-0.00217,0.99712,-0.61069,-1.44275,-2.17557
89054,890553,1756,-52,12064,-85,-190,-276,0.01498,-0.00462,0.99938,-0.64885,-1.45038,-2.10687
89055,890563,1752,-32,11988,-81,-189,-284,0.01473,-0.00339,0.99487,-0.61832,-1.44275,-2.16794
89056,890573,1748,-60,12054,-77,-185,-282,0.01449,-0.00511,0.99879,-0.58779,-1.41221,-2.15267
89057,890583,1744,6,12054,-76,-188,-283,0.01424,-0.00106,0.99879,-0.58015,-1.43511,-2.16031
89058,890593,1766,-48,12080,-73,-181,-282,0.01559,-0.00437,1.00033,-0.55725,-1.38168,-2.15267
89059,890603,1696,-44,12058,-78,-181,-277,0.0113,-0.00413,0.99903,-0.59542,-1.38168,-2.1145
89060,890613,1778,-88,12080,-74,-184,-280,0.01633,-0.00683,1.00033,-0.56489,-1.40458,-2.1374
89061,890623,1766,-68,12018,-77,-186,-283,0.01559,-0.0056,0.99665,-0.58779,-1.41985,-2.16031
89062,890633,1758,-26,12028,-76,-174,-285,0.0151,-0.00302,0.99724,-0.58015,-1.32824,-2.17557
89063,890643,1698,10,12026,-77,-178,-280,0.01142,-0.00082,0.99712,-0.58779,-1.35878,-2.1374
89064,890653,1754,-24,12076,-78,-191,-282,0.01486,-0.0029,1.0001,-0.59542,-1.45802,-2.15267
89065,890663,1730,6,12036,-76,-185,-280,0.01338,-0.00106,0.99772,-0.58015,-1.41221,-2.1374
89066,890673,1736,-48,12082,-78,-182,-282,0.01375,-0.00437,1.00045,-0.59542,-1.38931,-2.15267
89067,890683,1736,-28,12036,-82,-190,-279,0.01375,-0.00315,0.99772,-0.62595,-1.45038,-2.12977
89068,890693,1742,-16,12096,-79,-182,-274,0.01412,-0.00241,1.00128,-0.60305,-1.38931,-2.0916
89069,890703,1706,-40,12110,-76,-189,-281,0.01191,-0.00388,1.00212,-0.58015,-1.44275,-2.14504
89070,890713,1694,-54,12088,-79,-187,-283,0.01117,-0.00474,1.00081,-0.60305,-1.42748,-2.16031
89071,890723,1744,-44,12058,-80,-187,-283,0.01424,-0.00413,0.99903,-0.61069,-1.42748,-2.16031
89072,890733,1724,-62,12024,-79,-186,-281,0.01302,-0.00523,0.99701,-0.60305,-1.41985,-2.14504
89073,890743,1772,-14,12022,-85,-185,-287,0.01596,-0.00229,0.99689,-0.64885,-1.41221,-2.19084
89074,890753,1764,-74,12098,-73,-193,-281,0.01547,-0.00597,1.0014,-0.55725,-1.47328,-2.14504
89075,890763,1772,10,12044,-75,-183,-276,0.01596,-0.00082,0.99819,-0.57252,-1.39695,-2.10687
89076,890773,1726,-40,12112,-77,-180,-287,0.01314,-0.00388,1.00223,-0.58779,-1.37405,-2.19084
89077,890783,1742,-8,12068,-78,-181,-286,0.01412,-0.00192,0.99962,-0.59542,-1.38168,-2.18321
89078,890793,1736,-38,12066,-80,-186,-284,0.01375,-0.00376,0.9995,-0.61069,-1.41985,-2.16794
89079,890803,1760,-60,12082,-79,-184,-283,0.01522,-0.00511,1.00045,-0.60305,-1.40458,-2.16031
89080,890813,1740,2,12012,-80,-180,-278,0.014,-0.00131,0.99629,-0.61069,-1.37405,-2.12214
89081,890823,1766,4,11992,-70,-189,-283,0.01559,-0.00118,0.9951,-0.53435,-1.44275,-2.16031
89082,890833,1766,-58,12110,-76,-188,-280,0.01559,-0.00499,1.00212,-0.58015,-1.43511,-2.1374
89083,890843,1724,-42,12062,-77,-187,-277,0.01302,-0.00401,0.99926,-0.58779,-1.42748,-2.1145
89084,890853,1720,-80,12054,-78,-186,-280,0.01277,-0.00634,0.99879,-0.59542,-1.41985,-2.1374
89085,890863,1720,-60,12018,-84,-187,-280,0.01277,-0.00511,0.99665,-0.64122,-1.42748,-2.1374
89086,890873,1744,-32,12094,-75,-186,-279,0.01424,-0.00339,1.00116,-0.57252,-1.41985,-2.12977
89087,890883,1752,-60,12076,-82,-184,-280,0.01473,-0.00511,1.0001,-0.62595,-1.40458,-2.1374
89088,890893,1754,-34,12044,-78,-180,-286,0.01486,-0.00351,0.99819,-0.59542,-1.37405,-2.18321
89089,890903,1740,12,12058,-75,-178,-284,0.014,-0.00069,0.99903,-0.57252,-1.35878,-2.16794
89090,890913,1678,0,12016,-77,-182,-282,0.01019,-0.00143,0.99653,-0.58779,-1.38931,-2.15267
89091,890923,1736,-28,12098,-77,-184,-284,0.01375,-0.00315,1.0014,-0.58779,-1.40458,-2.16794
89092,890933,1742,-64,12012,-83,-183,-277,0.01412,-0.00536,0.99629,-0.63359,-1.39695,-2.1145
89093,890943,1756,-36,12086,-79,-186,-280,0.01498,-0.00364,1.00069,-0.60305,-1.41985,-2.1374
89094,890953,1738,-32,12056,-79,-185,-286,0.01387,-0.00339,0.99891,-0.60305,-1.41221,-2.18321
89095,890963,1696,-44,12028,-82,-187,-283,0.0113,-0.00413,0.99724,-0.62595,-1.42748,-2.16031
89096,890973,1744,-38,12096,-79,-187,-283,0.01424,-0.00376,1.00128,-0.60305,-1.42748,-2.16031
89097,890983,1722,-40,12098,-82,-187,-286,0.01289,-0.00388,1.0014,-0.62595,-1.42748,-2.18321
89098,890993,1712,-26,12020,-78,-187,-282,0.01228,-0.00302,0.99677,-0.59542,-1.42748,-2.15267
89099,891003,1722,4,12070,-80,-188,-283,0.01289,-0.00118,0.99974,-0.61069,-1.43511,-2.16031
89100,891013,1720,24,12020,-84,-188,-281,0.01277,4e-05,0.99677,-0.64122,-1.43511,-2.14504
89101,891023,1718,-78,12056,-75,-182,-282,0.01265,-0.00621,0.99891,-0.57252,-1.38931,-2.15267
89102,891033,1724,-44,12038,-77,-182,-286,0.01302,-0.00413,0.99784,-0.58779,-1.38931,-2.18321
89103,891043,1702,-22,12100,-73,-185,-284,0.01167,-0.00278,1.00152,-0.55725,-1.41221,-2.16794
89104,891053,1730,-6,12054,-75,-186,-282,0.01338,-0.0018,0.99879,-0.57252,-1.41985,-2.15267
89105,891063,1740,-72,12014,-77,-188,-284,0.014,-0.00585,0.99641,-0.58779,-1.43511,-2.16794
89106,891073,1692,-44,12038,-80,-186,-286,0.01105,-0.00413,0.99784,-0.61069,-1.41985,-2.18321
89107,891083,1732,-18,12012,-78,-187,-286,0.01351,-0.00253,0.99629,-0.59542,-1.42748,-2.18321
89108,891093,1676,-40,12048,-81,-186,-281,0.01007,-0.00388,0.99843,-0.61832,-1.41985,-2.14504
89109,891103,1770,-16,12038,-76,-184,-280,0.01584,-0.00241,0.99784,-0.58015,-1.40458,-2.1374
89110,891113,1762,-52,12036,-75,-189,-282,0.01535,-0.00462,0.99772,-0.57252,-1.44275,-2.15267
89111,891123,1724,-26,12016,-78,-183,-285,0.01302,-0.00302,0.99653,-0.59542,-1.39695,-2.17557
89112,891133,1772,-22,12016,-79,-186,-278,0.01596,-0.00278,0.99653,-0.60305,-1.41985,-2.12214
89113,891143,1762,-18,12038,-76,-187,-277,0.01535,-0.00253,0.99784,-0.58015,-1.42748,-2.1145
89114,891153,1790,-68,12046,-85,-185,-277,0.01707,-0.0056,0.99831,-0.64885,-1.41221,-2.1145
89115,891163,1738,-28,12124,-78,-185,-282,0.01387,-0.00315,1.00295,-0.59542,-1.41221,-2.15267
89116,891173,1738,-36,12074,-81,-180,-282,0.01387,-0.00364,0.99998,-0.61832,-1.37405,-2.15267
89117,891183,1764,-8,12076,-83,-182,-285,0.01547,-0.00192,1.0001,-0.63359,-1.38931,-2.17557
89118,891193,1732,-4,12044,-81,-181,-278,0.01351,-0.00167,0.99819,-0.61832,-1.38168,-2.12214
89119,891203,1750,-30,12080,-80,-180,-281,0.01461,-0.00327,1.00033,-0.61069,-1.37405,-2.14504
89120,891213,1728,2,12084,-77,-187,-280,0.01326,-0.00131,1.00057,-0.58779,-1.42748,-2.1374
89121,891223,1698,-24,12084,-73,-187,-277,0.01142,-0.0029,1.00057,-0.55725,-1.42748,-2.1145
89122,891233,1748,-24,12072,-73,-186,-281,0.01449,-0.0029,0.99986,-0.55725,-1.41985,-2.14504
89123,891243,1688,-10,12064,-81,-185,-281,0.01081,-0.00204,0.99938,-0.61832,-1.41221,-2.14504
89124,891253,1712,-50,12130,-78,-181,-284,0.01228,-0.0045,1.0033,-0.59542,-1.38168,-2.16794
89125,891263,1724,-34,12032,-74,-183,-280,0.01302,-0.00351,0.99748,-0.56489,-1.39695,-2.1374
89126,891273,1714,-80,12020,-68,-181,-278,0.0124,-0.00634,0.99677,-0.51908,-1.38168,-2.12214
89127,891283,1722,-54,12076,-76,-177,-282,0.01289,-0.00474,1.0001,-0.58015,-1.35115,-2.15267
89128,891293,1772,-28,12130,-77,-178,-279,0.01596,-0.00315,1.0033,-0.58779,-1.35878,-2.12977
89129,891303,1746,-40,12010,-81,-180,-275,0.01437,-0.00388,0.99617,-0.61832,-1.37405,-2.09924
89130,891313,1750,-56,12036,-82,-179,-280,0.01461,-0.00486,0.99772,-0.62595,-1.36641,-2.1374
89131,891323,1764,-66,12024,-81,-180,-282,0.01547,-0.00548,0.99701,-0.61832,-1.37405,-2.15267
89132,891333,1720,-40,12072,-79,-178,-281,0.01277,-0.00388,0.99986,-0.60305,-1.35878,-2.14504
89133,891343,1776,-12,12068,-76,-184,-283,0.01621,-0.00217,0.99962,-0.58015,-1.40458,-2.16031
89134,891353,1726,-30,12126,-79,-188,-279,0.01314,-0.00327,1.00307,-0.60305,-1.43511,-2.12977
89135,891363,1738,-16,12096,-76,-187,-277,0.01387,-0.00241,1.00128,-0.58015,-1.42748,-2.1145
89136,891373,1756,-68,12012,-78,-190,-276,0.01498,-0.0056,0.99629,-0.59542,-1.45038,-2.10687
89137,891383,1722,-32,12028,-83,-197,-284,0.01289,-0.00339,0.99724,-0.63359,-1.50382,-2.16794
89138,891393,1728,-26,12034,-74,-191,-283,0.01326,-0.00302,0.9976,-0.56489,-1.45802,-2.16031
89139,891403,1756,-18,12034,-75,-193,-276,0.01498,-0.00253,0.9976,-0.57252,-1.47328,-2.10687
89140,891413,1778,-46,12018,-82,-187,-287,0.01633,-0.00425,0.99665,-0.62595,-1.42748,-2.19084
89141,891423,1734,-34,12048,-80,-177,-287,0.01363,-0.00351,0.99843,-0.61069,-1.35115,-2.19084
89142,891433,1742,-10,12040,-85,-182,-280,0.01412,-0.00204,0.99796,-0.64885,-1.38931,-2.1374
89143,891443,1760,-26,12026,-77,-185,-280,0.01522,-0.00302,0.99712,-0.58779,-1.41221,-2.1374
89144,891453,1682,-38,12104,-73,-185,-275,0.01044,-0.00376,1.00176,-0.55725,-1.41221,-2.09924
89145,891463,1728,0,12060,-73,-176,-277,0.01326,-0.00143,0.99914,-0.55725,-1.34351,-2.1145
89146,891473,1738,-34,12032,-72,-188,-276,0.01387,-0.00351,0.99748,-0.54962,-1.43511,-2.10687
89147,891483,1774,-28,12060,-75,-185,-279,0.01608,-0.00315,0.99914,-0.57252,-1.41221,-2.12977
89148,891493,1704,-22,12084,-77,-187,-281,0.01179,-0.00278,1.00057,-0.58779,-1.42748,-2.14504
89149,891503,1722,-40,12084,-82,-188,-279,0.01289,-0.00388,1.00057,-0.62595,-1.43511,-2.12977
89150,891513,1704,-52,12024,-84,-186,-278,0.01179,-0.00462,0.99701,-0.64122,-1.41985,-2.12214
89151,891523,1736,-38,11996,-78,-183,-279,0.01375,-0.00376,0.99534,-0.59542,-1.39695,-2.12977
89152,891533,1746,-48,12088,-79,-188,-280,0.01437,-0.00437,1.00081,-0.60305,-1.43511,-2.1374
89153,891543,1740,-26,12038,-69,-182,-286,0.014,-0.00302,0.99784,-0.52672,-1.38931,-2.18321
89154,891553,1774,-48,12074,-79,-185,-279,0.01608,-0.00437,0.99998,-0.60305,-1.41221,-2.12977
89155,891563,1768,-48,12082,-76,-185,-284,0.01572,-0.00437,1.00045,-0.58015,-1.41221,-2.16794
89156,891573,1742,-28,12036,-80,-190,-283,0.01412,-0.00315,0.99772,-0.61069,-1.45038,-2.16031
89157,891583,1738,-48,12074,-78,-189,-283,0.01387,-0.00437,0.99998,-0.59542,-1.44275,-2.16031
89158,891593,1728,-58,12104,-77,-185,-279,0.01326,-0.00499,1.00176,-0.58779,-1.41221,-2.12977
89159,891603,1718,-64,12116,-83,-188,-277,0.01265,-0.00536,1.00247,-0.63359,-1.43511,-2.1145
89160,891613,1782,8,12080,-77,-183,-281,0.01657,-0.00094,1.00033,-0.58779,-1.39695,-2.14504
89161,891623,1750,-52,12050,-76,-180,-278,0.01461,-0.00462,0.99855,-0.58015,-1.37405,-2.12214
89162,891633,1742,-40,12058,-70,-188,-276,0.01412,-0.00388,0.99903,-0.53435,-1.43511,-2.10687
89163,891643,1756,2,12010,-73,-182,-284,0.01498,-0.00131,0.99617,-0.55725,-1.38931,-2.16794
89164,891653,1738,-20,12042,-75,-189,-283,0.01387,-0.00266,0.99807,-0.57252,-1.44275,-2.16031
89165,891663,1702,-4,12128,-72,-191,-284,0.01167,-0.00167,1.00318,-0.54962,-1.45802,-2.16794
89166,891673,1726,-38,12044,-76,-181,-282,0.01314,-0.00376,0.99819,-0.58015,-1.38168,-2.15267
89167,891683,1780,-78,12052,-81,-180,-280,0.01645,-0.00621,0.99867,-0.61832,-1.37405,-2.1374
89168,891693,1752,-14,12056,-84,-179,-279,0.01473,-0.00229,0.99891,-0.64122,-1.36641,-2.12977
89169,891703,1752,-54,12102,-81,-191,-275,0.01473,-0.00474,1.00164,-0.61832,-1.45802,-2.09924
89170,891713,1710,-26,12118,-77,-177,-285,0.01216,-0.00302,1.00259,-0.58779,-1.35115,-2.17557
89171,891723,1764,-58,12016,-77,-186,-283,0.01547,-0.00499,0.99653,-0.58779,-1.41985,-2.16031
89172,891733,1722,-38,12016,-83,-182,-280,0.01289,-0.00376,0.99653,-0.63359,-1.38931,-2.1374
89173,891743,1710,-50,12066,-81,-183,-277,0.01216,-0.0045,0.9995,-0.61832,-1.39695,-2.1145
89174,891753,1684,-40,12126,-76,-185,-275,0.01056,-0.00388,1.00307,-0.58015,-1.41221,-2.09924
89175,891763,1738,18,12060,-82,-178,-280,0.01387,-0.00033,0.99914,-0.62595,-1.35878,-2.1374
89176,891773,1736,6,12022,-78,-178,-284,0.01375,-0.00106,0.99689,-0.59542,-1.35878,-2.16794
89177,891783,1716,2,12010,-80,-181,-289,0.01252,-0.00131,0.99617,-0.61069,-1.38168,-2.20611
89178,891793,1704,-24,12144,-71,-187,-282,0.01179,-0.0029,1.00414,-0.54198,-1.42748,-2.15267
89179,891803,1740,-4,12090,-83,-192,-279,0.014,-0.00167,1.00093,-0.63359,-1.46565,-2.12977
89180,891813,1726,-38,12012,-79,-180,-276,0.01314,-0.00376,0.99629,-0.60305,-1.37405,-2.10687
89181,891823,1752,-24,12018,-78,-176,-280,0.01473,-0.0029,0.99665,-0.59542,-1.34351,-2.1374
89182,891833,1756,-38,12080,-80,-180,-282,0.01498,-0.00376,1.00033,-0.61069,-1.37405,-2.15267
89183,891843,1748,-42,12084,-73,-178,-282,0.01449,-0.00401,1.00057,-0.55725,-1.35878,-2.15267
89184,891853,1656,-72,12062,-84,-175,-277,0.00884,-0.00585,0.99926,-0.64122,-1.33588,-2.1145
89185,891863,1748,-72,12052,-76,-183,-282,0.01449,-0.00585,0.99867,-0.58015,-1.39695,-2.15267
89186,891873,1720,-56,12088,-85,-184,-280,0.01277,-0.00486,1.00081,-0.64885,-1.40458,-2.1374
89187,891883,1708,-44,11984,-76,-185,-274,0.01203,-0.00413,0.99463,-0.58015,-1.41221,-2.0916
89188,891893,1698,-58,12054,-74,-186,-281,0.01142,-0.00499,0.99879,-0.56489,-1.41985,-2.14504
89189,891903,1716,-72,12080,-78,-185,-289,0.01252,-0.00585,1.00033,-0.59542,-1.41221,-2.20611
89190,891913,1774,-36,12080,-83,-183,-279,0.01608,-0.00364,1.00033,-0.63359,-1.39695,-2.12977
89191,891923,1740,-20,12110,-83,-186,-279,0.014,-0.00266,1.00212,-0.63359,-1.41985,-2.12977
89192,891933,1774,-58,12118,-75,-182,-280,0.01608,-0.00499,1.00259,-0.57252,-1.38931,-2.1374
89193,891943,1740,-52,11994,-79,-184,-281,0.014,-0.00462,0.99522,-0.60305,-1.40458,-2.14504
89194,891953,1770,-26,12054,-80,-185,-276,0.01584,-0.00302,0.99879,-0.61069,-1.41221,-2.10687
89195,891963,1730,-66,12050,-77,-184,-270,0.01338,-0.00548,0.99855,-0.58779,-1.40458,-2.06107
89196,891973,1702,-26,12058,-75,-188,-278,0.01167,-0.00302,0.99903,-0.57252,-1.43511,-2.12214
89197,891983,1718,-30,12112,-72,-187,-284,0.01265,-0.00327,1.00223,-0.54962,-1.42748,-2.16794
89198,891993,1744,-12,12008,-76,-196,-289,0.01424,-0.00217,0.99605,-0.58015,-1.49618,-2.20611
89199,892003,1724,-26,11996,-80,-183,-278,0.01302,-0.00302,0.99534,-0.61069,-1.39695,-2.12214
89200,892013,1718,-62,11980,-80,-184,-274,0.01265,-0.00523,0.99439,-0.61069,-1.40458,-2.0916
89201,892023,1718,0,12018,-76,-182,-274,0.01265,-0.00143,0.99665,-0.58015,-1.38931,-2.0916
89202,892033,1736,-62,12098,-82,-187,-282,0.01375,-0.00523,1.0014,-0.62595,-1.42748,-2.15267
89203,892043,1700,-22,12100,-72,-187,-274,0.01154,-0.00278,1.00152,-0.54962,-1.42748,-2.0916
89204,892053,1756,-14,12022,-75,-188,-276,0.01498,-0.00229,0.99689,-0.57252,-1.43511,-2.10687
89205,892063,1758,-6,12066,-79,-181,-281,0.0151,-0.0018,0.9995,-0.60305,-1.38168,-2.14504
89206,892073,1728,-58,11972,-79,-187,-277,0.01326,-0.00499,0.99392,-0.60305,-1.42748,-2.1145
89207,892083,1736,-32,12024,-70,-185,-275,0.01375,-0.00339,0.99701,-0.53435,-1.41221,-2.09924
89208,892093,1714,-8,12112,-82,-179,-277,0.0124,-0.00192,1.00223,-0.62595,-1.36641,-2.1145
89209,892103,1734,-74,12042,-81,-186,-283,0.01363,-0.00597,0.99807,-0.61832,-1.41985,-2.16031
89210,892113,1732,-8,12060,-77,-188,-280,0.01351,-0.00192,0.99914,-0.58779,-1.43511,-2.1374
89211,892123,1680,-42,12120,-78,-187,-282,0.01032,-0.00401,1.00271,-0.59542,-1.42748,-2.15267
89212,892133,1700,-52,12066,-78,-176,-278,0.01154,-0.00462,0.9995,-0.59542,-1.34351,-2.12214
89213,892143,1744,-4,12016,-77,-175,-279,0.01424,-0.00167,0.99653,-0.58779,-1.33588,-2.12977
89214,892153,1728,-20,12064,-78,-192,-286,0.01326,-0.00266,0.99938,-0.59542,-1.46565,-2.18321
89215,892163,1690,-8,12048,-75,-180,-281,0.01093,-0.00192,0.99843,-0.57252,-1.37405,-2.14504
89216,892173,1692,-10,12026,-80,-177,-286,0.01105,-0.00204,0.99712,-0.61069,-1.35115,-2.18321
89217,892183,1778,-36,12034,-77,-180,-282,0.01633,-0.00364,0.9976,-0.58779,-1.37405,-2.15267
89218,892193,1726,-20,12060,-70,-182,-280,0.01314,-0.00266,0.99914,-0.53435,-1.38931,-2.1374
89219,892203,1764,-62,12050,-85,-191,-280,0.01547,-0.00523,0.99855,-0.64885,-1.45802,-2.1374
89220,892213,1672,-6,12058,-80,-181,-280,0.00982,-0.0018,0.99903,-0.61069,-1.38168,-2.1374
89221,892223,1684,-38,12090,-84,-187,-279,0.01056,-0.00376,1.00093,-0.64122,-1.42748,-2.12977
89222,892233,1710,-46,12172,-82,-188,-278,0.01216,-0.00425,1.0058,-0.62595,-1.43511,-2.12214
89223,892243,1710,0,12002,-82,-186,-279,0.01216,-0.00143,0.9957,-0.62595,-1.41985,-2.12977
89224,892253,1772,-50,12140,-78,-179,-277,0.01596,-0.0045,1.0039,-0.59542,-1.36641,-2.1145
89225,892263,1778,-6,12048,-82,-177,-278,0.01633,-0.0018,0.99843,-0.62595,-1.35115,-2.12214
89226,892273,1736,-26,12036,-82,-181,-284,0.01375,-0.00302,0.99772,-0.62595,-1.38168,-2.16794
89227,892283,1726,-56,12056,-72,-183,-284,0.01314,-0.00486,0.99891,-0.54962,-1.39695,-2.16794
89228,892293,1744,-34,12072,-76,-184,-278,0.01424,-0.00351,0.99986,-0.58015,-1.40458,-2.12214
89229,892303,1742,0,12132,-80,-178,-280,0.01412,-0.00143,1.00342,-0.61069,-1.35878,-2.1374
89230,892313,1782,-34,12108,-78,-192,-283,0.01657,-0.00351,1.002,-0.59542,-1.46565,-2.16031
89231,892323,1684,-76,12060,-82,-184,-278,0.01056,-0.00609,0.99914,-0.62595,-1.40458,-2.12214
89232,892333,1718,0,12118,-80,-185,-283,0.01265,-0.00143,1.00259,-0.61069,-1.41221,-2.16031
89233,892343,1698,-26,12016,-77,-171,-277,0.01142,-0.00302,0.99653,-0.58779,-1.30534,-2.1145
89234,892353,1690,-94,12082,-80,-179,-280,0.01093,-0.0072,1.00045,-0.61069,-1.36641,-2.1374
89235,892363,1750,-36,12098,-77,-189,-283,0.01461,-0.00364,1.0014,-0.58779,-1.44275,-2.16031
89236,892373,1736,-44,12002,-84,-188,-279,0.01375,-0.00413,0.9957,-0.64122,-1.43511,-2.12977
89237,892383,1734,-22,12050,-71,-176,-281,0.01363,-0.00278,0.99855,-0.54198,-1.34351,-2.14504
89238,892393,1728,-28,12000,-78,-186,-279,0.01326,-0.00315,0.99558,-0.59542,-1.41985,-2.12977
89239,892403,1744,-32,12040,-81,-177,-274,0.01424,-0.00339,0.99796,-0.61832,-1.35115,-2.0916
89240,892413,1746,-18,12052,-84,-179,-281,0.01437,-0.00253,0.99867,-0.64122,-1.36641,-2.14504
89241,892423,1710,-68,11994,-79,-180,-277,0.01216,-0.0056,0.99522,-0.60305,-1.37405,-2.1145
89242,892433,1726,-40,12016,-79,-175,-280,0.01314,-0.00388,0.99653,-0.60305,-1.33588,-2.1374
89243,892443,1722,-26,12054,-79,-184,-280,0.01289,-0.00302,0.99879,-0.60305,-1.40458,-2.1374
89244,892453,1764,-36,12058,-82,-179,-285,0.01547,-0.00364,0.99903,-0.62595,-1.36641,-2.17557
