sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
113502,1135033,958,16338,-4474
113503,1135043,1006,16344,-4516
113504,1135053,1002,16306,-4418
113505,1135063,1014,16344,-4532
113506,1135073,960,16286,-4460
113507,1135083,924,16346,-4586
113508,1135093,988,16300,-4430
113509,1135103,988,16332,-4440
113510,1135113,990,16336,-4454
113511,1135123,952,16314,-4562
113512,1135133,1002,16346,-4462
113513,1135143,1100,16302,-4568
113514,1135153,1024,16324,-4456
113515,1135163,1050,16316,-4480
113516,1135173,996,16332,-4424
113517,1135183,1014,16328,-4534
113518,1135193,984,16346,-4466
113519,1135203,1010,16346,-4590
113520,1135213,1042,16364,-4504
113521,1135223,1086,16344,-4502
113522,1135233,1030,16264,-4500
113523,1135243,1036,16286,-4462
113524,1135253,998,16306,-4546
113525,1135263,962,16258,-4432
113526,1135273,980,16312,-4406
113527,1135283,920,16358,-4464
113528,1135293,958,16396,-4494
113529,1135303,990,16374,-4648
113530,1135313,1032,16384,-4500
113531,1135323,996,16302,-4366
113532,1135333,898,16312,-4602
113533,1135343,972,16312,-4528
113534,1135353,1010,16266,-4484
113535,1135363,990,16328,-4466
113536,1135373,1018,16328,-4450
113537,1135383,950,16354,-4530
113538,1135393,988,16306,-4576
113539,1135403,970,16330,-4542
113540,1135413,1010,16334,-4374
113541,1135423,1000,16316,-4588
113542,1135433,964,16364,-4508
113543,1135443,978,16292,-4502
113544,1135453,1032,16280,-4504
113545,1135463,1046,16278,-4446
113546,1135473,960,16312,-4432
113547,1135483,1066,16310,-4490
113548,1135493,1014,16360,-4594
113549,1135503,948,16314,-4386
113550,1135513,960,16272,-4374
113551,1135523,1006,16236,-4442
113552,1135533,1030,16254,-4438
113553,1135543,2068,16408,-4282
113554,1135553,336,16226,-4744
113555,1135563,950,16382,-4604
113556,1135573,756,16374,-4678
113557,1135583,798,16438,-4608
113558,1135593,956,16350,-4584
113559,1135603,984,16336,-4476
113560,1135613,976,16316,-4432
113561,1135623,954,16292,-4512
