sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
132235,1322363,1698,-16308,-3684
132236,1322373,1768,-16286,-3774
132237,1322383,1712,-16330,-3722
132238,1322393,1706,-16272,-3748
132239,1322403,1730,-16282,-3738
132240,1322413,1762,-16280,-3692
132241,1322423,1802,-16252,-3718
132242,1322433,1772,-16284,-3756
132243,1322443,1770,-16288,-3732
132244,1322453,1656,-16302,-3710
132245,1322463,1776,-16268,-3706
132246,1322473,1788,-16244,-3682
132247,1322483,1794,-16238,-3670
132248,1322493,1672,-16292,-3652
132249,1322503,1712,-16262,-3678
132250,1322513,1708,-16286,-3660
132251,1322523,1858,-16278,-3774
132252,1322533,1756,-16216,-3742
132253,1322543,1864,-16218,-3746
132254,1322553,1746,-16248,-3708
132255,1322563,1844,-16286,-3744
132256,1322573,1608,-16308,-3642
132257,1322583,1858,-16268,-3718
132258,1322593,1688,-16320,-3708
132259,1322603,1862,-16278,-3746
132260,1322613,1766,-16274,-3708
132261,1322623,1740,-16264,-3742
132262,1322633,1608,-16290,-3758
132263,1322643,1608,-16296,-3672
132264,1322653,1670,-16270,-3692
132265,1322663,1670,-16300,-3714
132266,1322673,1744,-16284,-3746
132267,1322683,1648,-16304,-3716
132268,1322693,1780,-16232,-3734
132269,1322703,1716,-16310,-3766
132270,1322713,1624,-16316,-3674
132271,1322723,1834,-16270,-3686
132272,1322733,1798,-16264,-3760
132273,1322743,1660,-16288,-3774
132274,1322753,1718,-16272,-3688
132275,1322763,1722,-16268,-3686
132276,1322773,1678,-16280,-3636
132277,1322783,1762,-16256,-3782
132278,1322793,1680,-16268,-3708
132279,1322803,1794,-16268,-3796
132280,1322813,1780,-16272,-3706
132281,1322823,1734,-16286,-3716
132282,1322833,1710,-16272,-3706
132283,1322843,1650,-16306,-3740
132284,1322853,1738,-16278,-3780
132285,1322863,1640,-16308,-3662
132286,1322873,1686,-16288,-3698
132287,1322883,1704,-16256,-3710
132288,1322893,1690,-16332,-3694
132289,1322903,1634,-16330,-3778
132290,1322913,1790,-16252,-3734
132291,1322923,1854,-16276,-3772
132292,1322933,1636,-16302,-3730
132293,1322943,1728,-16224,-3760
132294,1322953,1702,-16296,-3740
132295,1322963,1726,-16280,-3726
132296,1322973,1764,-16274,-3752
132297,1322983,1758,-16270,-3786
132298,1322993,1752,-16294,-3744
132299,1323003,1650,-16296,-3720
132300,1323013,1736,-16302,-3702
132301,1323023,1806,-16278,-3750
132302,1323033,1754,-16278,-3706
132303,1323043,1790,-16302,-3744
132304,1323053,1734,-16300,-3672
132305,1323063,1784,-16248,-3718
132306,1323073,1768,-16288,-3682
132307,1323083,1794,-16300,-3776
132308,1323093,1726,-16274,-3710
132309,1323103,1818,-16274,-3782
132310,1323113,1806,-16260,-3768
132311,1323123,1594,-16334,-3782
132312,1323133,1728,-16352,-3730
132313,1323143,1828,-16318,-3740
132314,1323153,1792,-16266,-3748
132315,1323163,1734,-16268,-3732
132316,1323173,1666,-16314,-3728
132317,1323183,1656,-16274,-3772
132318,1323193,1710,-16298,-3660
132319,1323203,1846,-16238,-3710
132320,1323213,1788,-16270,-3722
132321,1323223,1718,-16274,-3732
132322,1323233,1644,-16348,-3740
132323,1323243,1778,-16290,-3770
132324,1323253,1750,-16280,-3698
132325,1323263,1662,-16334,-3760
132326,1323273,1760,-16296,-3740
132327,1323283,1828,-16242,-3670
132328,1323293,1914,-16234,-3712
132329,1323303,1654,-16312,-3740
132330,1323313,1618,-16338,-3742
132331,1323323,1614,-16332,-3786
132332,1323333,1806,-16300,-3662
132333,1323343,1826,-16296,-3708
132334,1323353,1820,-16208,-3708
132335,1323363,1666,-16292,-3800
132336,1323373,1642,-16282,-3724
132337,1323383,1612,-16310,-3756
132338,1323393,1850,-16244,-3716
132339,1323403,1740,-16280,-3788
132340,1323413,1604,-16330,-3764
132341,1323423,1784,-16272,-3716
132342,1323433,1740,-16270,-3688
132343,1323443,1796,-16252,-3730
132344,1323453,1794,-16238,-3730
132345,1323463,1684,-16286,-3712
132346,1323473,1728,-16298,-3746
132347,1323483,1816,-16238,-3766
132348,1323493,1652,-16300,-3664
132349,1323503,1630,-16316,-3700
132350,1323513,1684,-16276,-3644
132351,1323523,1736,-16310,-3702
132352,1323533,1740,-16288,-3770
132353,1323543,1736,-16258,-3748
132354,1323553,1770,-16248,-3708
132355,1323563,1808,-16262,-3680
132356,1323573,1706,-16256,-3664
132357,1323583,1792,-16216,-3746
132358,1323593,1800,-16272,-3738
132359,1323603,1656,-16248,-3814
132360,1323613,1708,-16268,-3740
132361,1323623,1760,-16276,-3704
132362,1323633,1816,-16266,-3718
132363,1323643,1740,-16294,-3688
132364,1323653,1832,-16246,-3706
132365,1323663,1618,-16316,-3750
132366,1323673,1718,-16304,-3770
132367,1323683,1764,-16288,-3672
132368,1323693,1702,-16302,-3762
132369,1323703,1824,-16266,-3704
132370,1323713,1768,-16270,-3694
132371,1323723,1716,-16320,-3754
132372,1323733,1814,-16204,-3778
132373,1323743,1762,-16238,-3720
132374,1323753,1788,-16282,-3782
132375,1323763,1710,-16268,-3786
132376,1323773,1656,-16286,-3724
132377,1323783,1684,-16254,-3714
132378,1323793,1776,-16240,-3726
132379,1323803,1804,-16272,-3760
132380,1323813,1668,-16342,-3770
132381,1323823,1838,-16240,-3774
132382,1323833,1674,-16306,-3810
132383,1323843,1620,-16308,-3724
132384,1323853,1792,-16260,-3690
132385,1323863,1676,-16294,-3780
132386,1323873,1610,-16316,-3744
132387,1323883,1614,-16292,-3722
132388,1323893,1686,-16302,-3760
132389,1323903,1808,-16278,-3702
132390,1323913,1824,-16246,-3696
132391,1323923,1886,-16250,-3784
132392,1323933,1730,-16300,-3792
132393,1323943,1830,-16252,-3664
132394,1323953,1840,-16224,-3718
132395,1323963,1858,-16250,-3716
132396,1323973,1684,-16320,-3752
132397,1323983,1650,-16274,-3776
132398,1323993,1592,-16286,-3756
132399,1324003,1648,-16274,-3766
132400,1324013,1654,-16286,-3778
132401,1324023,1768,-16270,-3790
132402,1324033,1836,-16216,-3662
132403,1324043,1816,-16266,-3746
132404,1324053,1604,-16278,-3790
132405,1324063,1808,-16274,-3842
132406,1324073,1896,-16246,-3730
132407,1324083,1712,-16262,-3670
132408,1324093,1670,-16304,-3726
132409,1324103,1790,-16270,-3716
