sample_index,timestamp_ms,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_acc_deg,pitch_acc_deg,accel_magnitude_g,roll_kf_deg,pitch_kf_deg,roll_bias_dps,pitch_bias_dps,roll_k_angle,pitch_k_angle,qw,qx,qy,qz,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg
138414,1384153,1838,-266,12018,-19,-378,-273,0.02001,-0.01775,0.99665,0.44885,-1.48244,0.06031,-1.02007,-1.15009,0.99701,-1.06698,-0.8198,0.103069,0.114317,0.018052,0.018052,0.85537,-0.004086,-0.010335,0.517899,-1.01402,-0.77054,62.39398
138415,1384163,1824,-264,12014,-111,-177,-279,0.01915,-0.01762,0.99641,-0.25344,0.05191,0.0145,-1.01326,-1.10099,0.99675,-1.06952,-0.82541,0.102972,0.11479,0.017803,0.017803,0.855369,-0.004078,-0.010391,0.517899,-1.01654,-0.77656,62.39411
138416,1384173,1784,-294,12028,-154,-50,-277,0.0167,-0.01946,0.99724,-0.58168,1.02137,0.02977,-1.11811,-0.95908,0.99757,-1.07715,-0.819,0.103046,0.115042,0.018586,0.018586,0.855368,-0.004166,-0.010378,0.5179,-1.02438,-0.76997,62.39425
138417,1384183,1774,-292,12106,-167,0,-269,0.01608,-0.01934,1.00188,-0.68092,1.40305,0.09084,-1.10593,-0.91957,1.00219,-1.08538,-0.80825,0.103083,0.115244,0.018772,0.018772,0.855365,-0.004279,-0.010333,0.517906,-1.03282,-0.7589,62.39493
138418,1384193,1810,-260,12076,-118,-50,-267,0.01829,-0.01738,1.0001,-0.30687,1.02137,0.10611,-0.99548,-1.04775,1.00041,-1.08763,-0.80407,0.102908,0.115706,0.01962,0.01962,0.855361,-0.004317,-0.010311,0.517912,-1.03515,-0.75445,62.39579
138419,1384203,1822,-276,12050,-81,-129,-270,0.01903,-0.01836,0.99855,-0.02443,0.41832,0.08321,-1.05332,-1.09158,0.9989,-1.08822,-0.80668,0.102843,0.11624,0.019401,0.019401,0.855357,-0.00431,-0.010332,0.517918,-1.03577,-0.75699,62.39656
138420,1384213,1784,-294,12030,-95,-104,-270,0.0167,-0.01946,0.99736,-0.1313,0.60916,0.08321,-1.11798,-0.95896,0.99769,-1.09107,-0.80468,0.102891,0.116518,0.01864,0.01864,0.855354,-0.004341,-0.01033,0.517923,-1.03873,-0.7549,62.3973
138421,1384223,1774,-308,12080,-124,-30,-265,0.01608,-0.02032,1.00033,-0.35267,1.17405,0.12137,-1.16383,-0.92097,1.00067,-1.09696,-0.79658,0.103017,0.116753,0.019527,0.019527,0.855349,-0.004424,-0.010294,0.517931,-1.04477,-0.74646,62.39833
138422,1384233,1758,-322,12124,-166,54,-253,0.0151,-0.02118,1.00295,-0.67328,1.81527,0.21298,-1.20983,-0.86249,1.00328,-1.10658,-0.78106,0.103194,0.116892,0.017719,0.017719,0.85534,-0.004571,-0.010221,0.517946,-1.05479,-0.73057,62.40017
138423,1384243,1778,-280,12112,-103,-32,-237,0.01633,-0.0186,1.00223,-0.19237,1.15878,0.33511,-1.06347,-0.93328,1.00254,-1.10869,-0.77364,0.103113,0.117177,0.018443,0.018443,0.855326,-0.004621,-0.010174,0.51797,-1.05693,-0.72295,62.40331
138424,1384253,1766,-266,12006,-84,-50,-230,0.01559,-0.01775,0.99594,-0.04733,1.02137,0.38855,-1.0208,-0.89685,0.99622,-1.10866,-0.76688,0.102968,0.117393,0.017197,0.017197,0.855309,-0.00465,-0.010122,0.517998,-1.05673,-0.71609,62.40699
138425,1384263,1752,-276,12186,-56,-98,-222,0.01473,-0.01836,1.00663,0.16641,0.65496,0.44962,-1.04486,-0.83843,1.00691,-1.10718,-0.76253,0.102888,0.11749,0.01338,0.01338,0.85529,-0.004655,-0.010082,0.518031,-1.0549,-0.7118,62.41136
138426,1384273,1710,-282,12054,-52,-98,-214,0.01216,-0.01873,0.99879,0.19695,0.65496,0.51069,-1.07417,-0.69721,0.99904,-1.10561,-0.75598,0.102828,0.117379,0.019559,0.019559,0.855267,-0.004675,-0.010024,0.518069,-1.05338,-0.70486,62.41635
138427,1384283,1682,-334,12084,-68,-54,-211,0.01044,-0.02192,1.00057,0.07481,0.99084,0.53359,-1.25484,-0.59757,1.00086,-1.1088,-0.74432,0.103105,0.117101,0.019571,0.019571,0.855244,-0.004754,-0.009948,0.518109,-1.05672,-0.69271,62.42155
138428,1384293,1718,-300,12074,-72,-51,-215,0.01265,-0.01983,0.99998,0.04427,1.01374,0.50305,-1.13614,-0.72448,1.00025,-1.10992,-0.73514,0.103154,0.117081,0.019681,0.019681,0.855222,-0.004806,-0.009882,0.518146,-1.05792,-0.68312,62.42641
138429,1384303,1758,-286,12080,-55,-107,-216,0.0151,-0.01897,1.00033,0.17405,0.58626,0.49542,-1.08656,-0.86478,1.00063,-1.10877,-0.73308,0.103112,0.11733,0.019594,0.019594,0.8552,-0.004808,-0.00986,0.518182,-1.05681,-0.6808,62.43127
138430,1384313,1804,-298,12096,-41,-147,-213,0.01792,-0.01971,1.00128,0.28092,0.28092,0.51832,-1.12764,-1.0254,1.00164,-1.10738,-0.73707,0.10315,0.117864,0.019145,0.019145,0.855177,-0.00478,-0.009884,0.51822,-1.05548,-0.68477,62.43642
138431,1384323,1714,-296,12094,-32,-186,-213,0.0124,-0.01959,1.00116,0.34962,-0.01679,0.51832,-1.12075,-0.70959,1.00143,-1.10522,-0.73786,0.103179,0.117811,0.019249,0.019249,0.855153,-0.004761,-0.009879,0.518259,-1.05334,-0.68534,62.44162
138432,1384333,1664,-320,12136,-32,-176,-213,0.00933,-0.02106,1.00366,0.34962,0.05954,0.51832,-1.20197,-0.5327,1.00392,-1.10445,-0.73494,0.103339,0.117479,0.017048,0.017048,0.85513,-0.004773,-0.009849,0.518299,-1.05284,-0.68164,62.44682
138433,1384343,1712,-288,12094,-49,-143,-217,0.01228,-0.0191,1.00116,0.21985,0.31145,0.48779,-1.09268,-0.70257,1.00142,-1.10308,-0.73241,0.10332,0.117423,0.019269,0.019269,0.855108,-0.004775,-0.009822,0.518335,-1.05149,-0.67885,62.45165
138434,1384353,1752,-312,12124,-56,-112,-214,0.01473,-0.02057,1.00295,0.16641,0.54809,0.51069,-1.1748,-0.84147,1.00327,-1.10374,-0.73012,0.103442,0.117614,0.017777,0.017777,0.855085,-0.004792,-0.009809,0.518373,-1.05233,-0.6765,62.45668
138435,1384363,1732,-280,12072,-58,-118,-213,0.01351,-0.0186,0.99986,0.15115,0.50229,0.51832,-1.066,-0.7738,1.00012,-1.10253,-0.72721,0.103372,0.117703,0.019648,0.019648,0.855062,-0.004797,-0.00978,0.518411,-1.05115,-0.67333,62.46178
138436,1384373,1680,-298,12132,-58,-96,-207,0.01032,-0.01971,1.00342,0.15115,0.67023,0.56412,-1.12523,-0.58889,1.00367,-1.10245,-0.71938,0.10341,0.117485,0.01734,0.01734,0.855037,-0.004835,-0.009717,0.518453,-1.05116,-0.66486,62.46732
138437,1384383,1770,-328,12074,-60,-79,-205,0.01584,-0.02155,0.99998,0.13588,0.8,0.57939,-1.2345,-0.90722,1.00033,-1.10472,-0.71638,0.103657,0.117847,0.01963,0.01963,0.855011,-0.004867,-0.009704,0.518496,-1.05354,-0.6616,62.473
138438,1384393,1714,-242,12146,-70,-69,-209,0.0124,-0.01627,1.00425,0.05954,0.87634,0.54885,-0.92838,-0.70745,1.00446,-1.10226,-0.70877,0.103381,0.117845,0.016423,0.016423,0.854987,-0.00488,-0.009631,0.518536,-1.05055,-0.65363,62.47829
138439,1384403,1752,-342,12150,-71,-54,-211,0.01473,-0.02241,1.00449,0.05191,0.99084,0.53359,-1.27792,-0.84015,1.00485,-1.10558,-0.70228,0.103647,0.118057,0.015984,0.015984,0.854964,-0.004938,-0.009602,0.518575,-1.05453,-0.64727,62.4835
138440,1384413,1716,-316,12116,-76,-39,-217,0.01252,-0.02081,1.00247,0.01374,1.10534,0.48779,-1.18938,-0.71566,1.00277,-1.108,-0.69283,0.103791,0.118098,0.018343,0.018343,0.854942,-0.005002,-0.009541,0.518611,-1.05712,-0.63749,62.48821
138441,1384423,1670,-304,12092,-82,-19,-214,0.0097,-0.02008,1.00105,-0.03206,1.25802,0.51069,-1.14896,-0.55517,1.00129,-1.11012,-0.67898,0.103864,0.117865,0.019402,0.019402,0.85492,-0.005082,-0.009444,0.518649,-1.05933,-0.62317,62.4931
138442,1384433,1722,-252,12074,-79,-26,-212,0.01289,-0.01689,0.99998,-0.00916,1.20458,0.52595,-0.96749,-0.73858,1.0002,-1.10842,-0.6695,0.103595,0.117997,0.019694,0.019694,0.854897,-0.005114,-0.009363,0.518687,-1.05764,-0.61334,62.49812
138443,1384443,1674,-298,12108,-71,-68,-221,0.00995,-0.01971,1.002,0.05191,0.88397,0.45725,-1.12683,-0.56868,1.00224,-1.10927,-0.6601,0.103627,0.117831,0.018756,0.018756,0.854877,-0.005165,-0.009295,0.518721,-1.05854,-0.60353,62.50255
138444,1384453,1684,-300,12130,-62,-97,-232,0.01056,-0.01983,1.0033,0.12061,0.6626,0.37328,-1.13237,-0.60297,1.00356,-1.10951,-0.65375,0.103666,0.117745,0.017504,0.017504,0.854861,-0.005197,-0.009246,0.518749,-1.05883,-0.59682,62.50618
138445,1384463,1660,-328,12116,-58,-121,-250,0.00909,-0.02155,1.00247,0.15115,0.47939,0.23588,-1.23143,-0.5193,1.00274,-1.11128,-0.64773,0.103879,0.117518,0.018338,0.018338,0.85485,-0.00524,-0.009207,0.518767,-1.06077,-0.59045,62.50848
138446,1384473,1682,-318,12132,-58,-150,-276,0.01044,-0.02094,1.00342,0.15115,0.25802,0.0374,-1.19525,-0.59588,1.0037,-1.11228,-0.64545,0.104018,0.117435,0.01737,0.01737,0.854849,-0.00526,-0.009194,0.518769,-1.06192,-0.58797,62.50884
138447,1384483,1700,-330,12124,-48,-160,-347,0.01154,-0.02167,1.00295,0.22748,0.18168,-0.50458,-1.23785,-0.65923,1.00325,-1.11331,-0.64506,0.104233,0.117459,0.017869,0.017869,0.854871,-0.00527,-0.009197,0.518732,-1.06307,-0.58766,62.5038
138448,1384493,1792,-328,12118,-36,-189,-622,0.01719,-0.02155,1.00259,0.31908,-0.03969,-2.60382,-1.23129,-0.98197,1.00297,-1.11334,-0.65272,0.104439,0.118037,0.018158,0.018158,0.854989,-0.005232,-0.00926,0.518537,-1.06295,-0.59635,62.4778
138449,1384503,1722,-240,12128,-45,-205,-1153,0.01289,-0.01615,1.00318,0.25038,-0.16183,-6.65725,-0.92237,-0.73623,1.0034,-1.10852,-0.65695,0.104121,0.118172,0.017727,0.017727,0.85529,-0.005167,-0.009272,0.51804,-1.05697,-0.60197,62.41124
138450,1384513,1710,-292,12100,-49,-213,-1168,0.01216,-0.01934,1.00152,0.21985,-0.2229,-6.77176,-1.10632,-0.6953,1.00178,-1.10734,-0.66103,0.104119,0.118236,0.019151,0.019151,0.855596,-0.005134,-0.0093,0.517535,-1.05504,-0.60731,62.34358
138451,1384523,1744,-298,12050,-50,-211,-1178,0.01424,-0.01971,0.99855,0.21221,-0.20763,-6.84809,-1.13072,-0.81704,0.99885,-1.10674,-0.66727,0.104164,0.118518,0.019478,0.019478,0.855905,-0.005096,-0.009347,0.517023,-1.0537,-0.61483,62.27517
138452,1384533,1660,-324,12094,-44,-204,-1327,0.00909,-0.0213,1.00116,0.25802,-0.1542,-7.9855,-1.219,-0.51998,1.00143,-1.1074,-0.6671,0.104373,0.118243,0.019324,0.019324,0.856265,-0.005096,-0.009351,0.516427,-1.05356,-0.61595,62.19538
138453,1384543,1636,-284,12032,-52,-179,-1326,0.00762,-0.01885,0.99748,0.19695,0.03664,-7.97786,-1.08262,-0.43735,0.99769,-1.10603,-0.6636,0.10433,0.117834,0.018715,0.018715,0.856624,-0.005097,-0.009319,0.515831,-1.05131,-0.61349,62.11562
138454,1384553,1598,-316,12056,-67,-154,-1131,0.00528,-0.02081,0.99891,0.08244,0.22748,-6.48931,-1.19362,-0.30299,0.99914,-1.10795,-0.65547,0.104492,0.117168,0.019548,0.019548,0.856916,-0.005145,-0.009268,0.515347,-1.05264,-0.60621,62.05071
138455,1384563,1600,-316,12102,-73,-128,-823,0.00541,-0.02081,1.00164,0.03664,0.42595,-4.13817,-1.19037,-0.30918,1.00187,-1.11019,-0.64586,0.10464,0.116549,0.019018,0.019018,0.857102,-0.005205,-0.009204,0.515038,-1.05459,-0.59679,62.00929
138456,1384573,1626,-296,12104,-65,-109,-520,0.007,-0.01959,1.00176,0.09771,0.57099,-1.82519,-1.12009,-0.40039,1.00197,-1.11044,-0.63675,0.104657,0.116116,0.018936,0.018936,0.857185,-0.00525,-0.009134,0.514901,-1.05472,-0.5875,61.99095
138457,1384583,1676,-266,12106,-73,-101,-361,0.01007,-0.01775,1.00188,0.03664,0.63206,-0.61145,-1.01475,-0.57579,1.00209,-1.10931,-0.63054,0.104485,0.116017,0.018848,0.018848,0.857213,-0.00527,-0.00908,0.514855,-1.0535,-0.58106,61.98472
138458,1384593,1678,-298,12080,-75,-99,-289,0.01019,-0.01971,1.00033,0.02137,0.64733,-0.06183,-1.12871,-0.58368,1.00058,-1.1105,-0.62441,0.10452,0.11594,0.019581,0.019581,0.857216,-0.005308,-0.009038,0.51485,-1.05478,-0.57465,61.98399
138459,1384603,1688,-300,12062,-79,-98,-277,0.01081,-0.01983,0.99926,-0.00916,0.65496,0.02977,-1.13695,-0.61948,0.99952,-1.11213,-0.61903,0.104567,0.11594,0.01958,0.01958,0.857215,-0.005347,-0.009004,0.514852,-1.05652,-0.569,61.98419
138460,1384613,1626,-324,12098,-73,-95,-285,0.007,-0.0213,1.0014,0.03664,0.67786,-0.0313,-1.21871,-0.40052,1.00165,-1.11483,-0.60935,0.104758,0.115555,0.019092,0.019092,0.857217,-0.005414,-0.008941,0.51485,-1.05938,-0.55886,61.98378
138461,1384623,1640,-290,12098,-67,-104,-294,0.00786,-0.01922,1.0014,0.08244,0.60916,-0.1,-1.09943,-0.44968,1.00162,-1.11476,-0.60146,0.10473,0.115275,0.019104,0.019104,0.857222,-0.005451,-0.008879,0.514843,-1.05934,-0.55061,61.98269
138462,1384633,1674,-288,12088,-70,-134,-297,0.00995,-0.0191,1.00081,0.05954,0.38015,-0.1229,-1.09307,-0.56936,1.00104,-1.11478,-0.59824,0.104689,0.115221,0.019378,0.019378,0.857227,-0.005466,-0.008854,0.514833,-1.05941,-0.54721,61.98138
138463,1384643,1650,-268,12110,-75,-149,-291,0.00847,-0.01787,1.00212,0.02137,0.26565,-0.0771,-1.02152,-0.48445,1.00231,-1.11387,-0.59464,0.104523,0.115023,0.018594,0.018594,0.857231,-0.005477,-0.00882,0.514827,-1.05843,-0.54332,61.98055
138464,1384653,1696,-296,12038,-80,-167,-285,0.0113,-0.01959,0.99784,-0.01679,0.12824,-0.0313,-1.12449,-0.64855,0.99809,-1.11526,-0.59553,0.10454,0.11512,0.018894,0.018894,0.857233,-0.005484,-0.008833,0.514825,-1.05992,-0.54414,61.98024
138465,1384663,1652,-308,12040,-80,-178,-280,0.0086,-0.02032,0.99796,-0.01679,0.04427,0.00687,-1.1666,-0.49349,0.9982,-1.11742,-0.59429,0.10463,0.114935,0.018959,0.018959,0.857232,-0.005508,-0.008832,0.514825,-1.06221,-0.54269,61.9803
138466,1384673,1662,-272,11944,-80,-162,-277,0.00921,-0.01811,0.99225,-0.01679,0.16641,0.02977,-1.04584,-0.53177,0.99246,-1.11772,-0.593,0.104544,0.114861,0.012555,0.012555,0.857231,-0.005515,-0.008818,0.514827,-1.06207,-0.54081,61.98058
138467,1384683,1692,-266,12032,-76,-164,-281,0.01105,-0.01775,0.99748,0.01374,0.15115,-0.00076,-1.01922,-0.63471,0.9977,-1.11677,-0.59342,0.104367,0.114936,0.0187,0.0187,0.857231,-0.005506,-0.008816,0.514827,-1.06108,-0.54117,61.98054
138468,1384693,1682,-276,12026,-78,-169,-289,0.01044,-0.01836,0.99712,-0.00153,0.11298,-0.06183,-1.05482,-0.59967,0.99735,-1.11667,-0.59356,0.104258,0.114947,0.018397,0.018397,0.857234,-0.005505,-0.008816,0.514822,-1.06097,-0.54121,61.9799
138469,1384703,1706,-314,12046,-75,-158,-296,0.01191,-0.02069,0.99831,0.02137,0.19695,-0.11527,-1.1873,-0.68343,0.9986,-1.11885,-0.59449,0.104385,0.115112,0.019296,0.019296,0.857239,-0.005518,-0.008833,0.514813,-1.06326,-0.5421,61.97873
138470,1384713,1670,-326,12058,-75,-160,-307,0.0097,-0.02143,0.99903,0.02137,0.18168,-0.19924,-1.22865,-0.55628,0.9993,-1.12181,-0.59309,0.104587,0.115043,0.019559,0.019559,0.857248,-0.005548,-0.008835,0.514798,-1.06634,-0.54061,61.97673
138471,1384723,1694,-304,12054,-69,-167,-318,0.01117,-0.02008,0.99879,0.06718,0.12824,-0.28321,-1.15156,-0.64089,0.99905,-1.12275,-0.59389,0.104641,0.115131,0.019461,0.019461,0.857261,-0.005553,-0.008845,0.514777,-1.06734,-0.54138,61.97388
138472,1384733,1682,-272,12084,-67,-171,-325,0.01044,-0.01811,1.00057,0.08244,0.09771,-0.33664,-1.03714,-0.59761,1.00079,-1.1213,-0.59413,0.104483,0.115138,0.019495,0.019495,0.857276,-0.005541,-0.00884,0.514752,-1.06588,-0.54159,61.9705
138473,1384743,1696,-320,12152,-70,-179,-303,0.0113,-0.02106,1.00461,0.05954,0.03664,-0.1687,-1.20084,-0.64416,1.0049,-1.12301,-0.5957,0.104602,0.115212,0.015868,0.015868,0.857283,-0.005549,-0.008862,0.514739,-1.0679,-0.54326,61.96883
138474,1384753,1642,-266,12062,-76,-188,-290,0.00798,-0.01775,0.99926,0.01374,-0.03206,-0.06947,-1.01741,-0.45769,0.99945,-1.12183,-0.59444,0.104404,0.114953,0.01959,0.01959,0.857286,-0.005546,-0.008846,0.514734,-1.06675,-0.54188,61.96813
138475,1384763,1674,-310,12048,-75,-187,-289,0.00995,-0.02044,0.99843,0.02137,-0.02443,-0.06183,-1.17308,-0.5707,0.99869,-1.12363,-0.59535,0.104496,0.114907,0.019302,0.019302,0.857289,-0.005557,-0.008861,0.514729,-1.06865,-0.54271,61.96754
138476,1384773,1686,-308,12070,-58,-187,-284,0.01068,-0.02032,0.99974,0.15115,-0.02443,-0.02366,-1.16452,-0.61215,1.0,-1.12398,-0.59704,0.104573,0.114936,0.019612,0.019612,0.85729,-0.005553,-0.008875,0.514727,-1.06906,-0.54435,61.96733
138477,1384783,1746,-306,12080,-59,-181,-296,0.01437,-0.0202,1.00033,0.14351,0.02137,-0.11527,-1.1568,-0.8226,1.00064,-1.12423,-0.60236,0.104635,0.115351,0.019513,0.019513,0.857295,-0.005531,-0.008916,0.514718,-1.06937,-0.54972,61.96618
138478,1384793,1672,-268,12054,-62,-171,-325,0.00982,-0.01787,0.99879,0.12061,0.09771,-0.33664,-1.02492,-0.56349,0.999,-1.12215,-0.60178,0.104452,0.115279,0.019381,0.019381,0.857311,-0.005518,-0.008902,0.514693,-1.06724,-0.54908,61.9628
138479,1384803,1692,-298,12110,-64,-181,-376,0.01105,-0.01971,1.00212,0.10534,0.02137,-0.72595,-1.1267,-0.63175,1.00237,-1.12223,-0.60326,0.10446,0.11533,0.018536,0.018536,0.857343,-0.005512,-0.008914,0.514639,-1.0673,-0.55065,61.95553
138480,1384813,1616,-316,12098,-62,-175,-394,0.00639,-0.02081,1.0014,0.12061,0.06718,-0.86336,-1.19065,-0.36542,1.00164,-1.12337,-0.5992,0.104584,0.1149,0.019056,0.019056,0.857382,-0.00554,-0.008887,0.514575,-1.06847,-0.54644,61.94691
138481,1384823,1680,-324,12078,-67,-174,-393,0.01032,-0.0213,1.00021,0.08244,0.07481,-0.85573,-1.22016,-0.59076,1.00049,-1.12548,-0.59943,0.104763,0.114883,0.019503,0.019503,0.85742,-0.005556,-0.008898,0.514511,-1.0706,-0.54674,61.93838
138482,1384833,1692,-280,12052,-67,-163,-373,0.01105,-0.0186,0.99867,0.08244,0.15878,-0.70305,-1.06726,-0.63394,0.9989,-1.12457,-0.59966,0.104656,0.114947,0.019304,0.019304,0.857452,-0.005548,-0.008896,0.514458,-1.06964,-0.54703,61.93132
138483,1384843,1706,-314,12026,-59,-158,-334,0.01191,-0.02069,0.99712,0.14351,0.19695,-0.40534,-1.18871,-0.68425,0.99741,-1.12537,-0.60041,0.104768,0.115096,0.018314,0.018314,0.85747,-0.005551,-0.008906,0.514427,-1.07053,-0.54786,61.92726
138484,1384853,1702,-288,12022,-59,-169,-284,0.01167,-0.0191,0.99689,0.14351,0.11298,-0.02366,-1.09737,-0.67033,0.99714,-1.12448,-0.60169,0.104721,0.115215,0.018072,0.018072,0.857471,-0.005538,-0.008911,0.514425,-1.06963,-0.54916,61.927
138485,1384863,1626,-332,12116,-61,-176,-265,0.007,-0.02179,1.00247,0.12824,0.05954,0.12137,-1.24545,-0.40009,1.00273,-1.12645,-0.59857,0.10493,0.114867,0.018202,0.018202,0.857465,-0.005571,-0.008895,0.514435,-1.07184,-0.54559,61.92824
138486,1384873,1702,-304,12100,-57,-185,-261,0.01167,-0.02008,1.00152,0.15878,-0.00916,0.15191,-1.14841,-0.66721,1.00179,-1.12634,-0.60109,0.10497,0.114988,0.018947,0.018947,0.857458,-0.005559,-0.008913,0.514446,-1.0718,-0.54807,61.92976
138487,1384883,1716,-288,12062,-46,-194,-274,0.01252,-0.0191,0.99926,0.24275,-0.07786,0.05267,-1.09476,-0.71798,0.99952,-1.12437,-0.60526,0.104914,0.1152,0.019493,0.019493,0.857456,-0.005526,-0.008936,0.51445,-1.06983,-0.55224,61.93032
138488,1384893,1760,-328,12046,-53,-202,-328,0.01522,-0.02155,0.99831,0.18931,-0.13893,-0.35954,-1.23656,-0.87352,0.99866,-1.1257,-0.61289,0.10512,0.115683,0.019182,0.019182,0.857472,-0.005501,-0.009001,0.514422,-1.07124,-0.56011,61.92677
138489,1384903,1708,-306,12062,-63,-174,-715,0.01203,-0.0202,0.99926,0.11298,0.07481,-3.31374,-1.15804,-0.68982,0.99954,-1.12625,-0.61479,0.10518,0.115825,0.019468,0.019468,0.857621,-0.005495,-0.009019,0.514174,-1.07152,-0.56258,61.89365
138490,1384913,1708,-342,12088,-77,-142,-973,0.01203,-0.02241,1.00081,0.00611,0.31908,-5.28321,-1.28262,-0.68873,1.00113,-1.13023,-0.61422,0.105463,0.115963,0.019251,0.019251,0.857858,-0.005525,-0.009035,0.513778,-1.07515,-0.56289,61.8408
138491,1384923,1662,-272,12112,-82,-144,-1225,0.00921,-0.01811,1.00223,-0.03206,0.30382,-7.20687,-1.03542,-0.52648,1.00244,-1.12984,-0.61076,0.105296,0.115813,0.018406,0.018406,0.858181,-0.005533,-0.009008,0.513239,-1.07398,-0.56048,61.76869
138492,1384933,1636,-280,12104,-75,-150,-1110,0.00762,-0.0186,1.00176,0.02137,0.25802,-6.32901,-1.06397,-0.43549,1.00196,-1.12942,-0.60608,0.105177,0.115504,0.018778,0.018778,0.858464,-0.005547,-0.008971,0.512765,-1.07295,-0.5566,61.70536
138493,1384943,1646,-312,12008,-71,-150,-611,0.00823,-0.02057,0.99605,0.05191,0.25802,-2.51985,-1.18293,-0.47325,0.9963,-1.13087,-0.60239,0.105263,0.11529,0.017178,0.017178,0.858577,-0.005576,-0.008948,0.512576,-1.07435,-0.55285,61.68014
138494,1384953,1732,-276,12098,-61,-151,-434,0.01351,-0.01836,1.0014,0.12824,0.25038,-1.1687,-1.05032,-0.77261,1.00166,-1.12911,-0.6043,0.105118,0.115599,0.018997,0.018997,0.85863,-0.005554,-0.008955,0.512488,-1.07248,-0.55495,61.66839
138495,1384963,1700,-334,12106,-61,-165,-381,0.01154,-0.02192,1.00188,0.12824,0.14351,-0.76412,-1.2532,-0.65993,1.00218,-1.1312,-0.60506,0.105338,0.115698,0.018633,0.018633,0.858664,-0.005568,-0.008971,0.512431,-1.07472,-0.55574,61.66077
138496,1384973,1632,-340,12096,-50,-173,-385,0.00737,-0.02229,1.00128,0.21221,0.08244,-0.79466,-1.27499,-0.42162,1.00156,-1.13289,-0.6019,0.1056,0.115366,0.019051,0.019051,0.858699,-0.005597,-0.008953,0.512371,-1.07651,-0.55239,61.65284
138497,1384983,1718,-386,12032,-61,-167,-1241,0.01265,-0.02511,0.99748,0.12824,0.12824,-7.32901,-1.44184,-0.72621,0.99788,-1.13843,-0.60409,0.106147,0.115586,0.018671,0.018671,0.859026,-0.005626,-0.009,0.511822,-1.0818,-0.55595,61.57961
138498,1384993,1662,-248,11992,-68,-188,-2631,0.00921,-0.01664,0.9951,0.07481,-0.03206,-17.9397,-0.9581,-0.53026,0.99529,-1.13585,-0.60436,0.105873,0.115472,0.016007,0.016007,0.859827,-0.005589,-0.008993,0.510476,-1.07688,-0.55915,61.40022
138499,1385003,1604,-258,12028,-78,-201,-2600,0.00565,-0.01726,0.99724,-0.00153,-0.1313,-17.70305,-0.99128,-0.32467,0.99741,-1.13426,-0.60166,0.10562,0.114981,0.018339,0.018339,0.860614,-0.005578,-0.008969,0.509148,-1.07347,-0.55913,61.22322
138500,1385013,1664,-274,12098,-80,-191,-1891,0.00933,-0.01824,1.0014,-0.01679,-0.05496,-12.29084,-1.0433,-0.53393,1.00161,-1.13372,-0.60203,0.105453,0.114856,0.019066,0.019066,0.86116,-0.005564,-0.008974,0.508225,-1.07183,-0.56147,61.10033
138501,1385023,1714,-268,12056,-74,-171,-985,0.0124,-0.01787,0.99891,0.02901,0.09771,-5.37481,-1.0248,-0.71121,0.99914,-1.13236,-0.60432,0.105251,0.115056,0.019403,0.019403,0.861398,-0.005542,-0.008986,0.50782,-1.07008,-0.56449,61.04656
138502,1385033,1656,-268,12048,-73,-161,-511,0.00884,-0.01787,0.99843,0.03664,0.17405,-1.75649,-1.02529,-0.50736,0.99863,-1.13098,-0.60188,0.105055,0.114881,0.019174,0.019174,0.861476,-0.005544,-0.00896,0.507688,-1.06864,-0.56194,61.02895
138503,1385043,1732,-328,12086,-68,-172,-335,0.01351,-0.02155,1.00069,0.07481,0.09008,-0.41298,-1.23362,-0.77311,1.00101,-1.13326,-0.60543,0.105243,0.115194,0.019322,0.019322,0.861494,-0.005548,-0.008996,0.507657,-1.07115,-0.56534,61.02485
138504,1385053,1670,-286,12058,-61,-162,-290,0.0097,-0.01897,0.99903,0.12824,0.16641,-0.06947,-1.08798,-0.5563,0.99925,-1.13216,-0.60398,0.10516,0.115105,0.019397,0.019397,0.861498,-0.005549,-0.008978,0.507652,-1.0702,-0.56351,61.02414
138505,1385063,1654,-360,12068,-62,-158,-281,0.00872,-0.02351,0.99962,0.12061,0.19695,-0.00076,-1.3474,-0.49966,0.99993,-1.1362,-0.60114,0.105558,0.114914,0.019487,0.019487,0.861497,-0.005596,-0.008973,0.507652,-1.07453,-0.56026,61.02414
138506,1385073,1630,-296,12048,-68,-161,-280,0.00725,-0.01959,0.99843,0.07481,0.17405,0.00687,-1.12382,-0.41581,0.99865,-1.13626,-0.59702,0.105535,0.114578,0.01913,0.01913,0.861497,-0.005618,-0.008939,0.507653,-1.07477,-0.55563,61.02417
138507,1385083,1690,-330,12054,-76,-162,-269,0.01093,-0.02167,0.99879,0.01374,0.16641,0.09084,-1.24301,-0.62679,0.99908,-1.13922,-0.59708,0.105729,0.114634,0.019304,0.019304,0.861493,-0.005644,-0.008951,0.507659,-1.078,-0.55538,61.0251
