sample_index,timestamp_ms,accel_x_raw,accel_y_raw,accel_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_acc_deg,pitch_acc_deg,accel_magnitude_g,roll_kf_deg,pitch_kf_deg,roll_bias_dps,pitch_bias_dps,roll_k_angle,pitch_k_angle,qw,qx,qy,qz,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg
160836,1608373,1546,-134,12132,-137,278,-1188,0.00209,-0.00965,1.00342,-0.45191,3.52519,-6.92443,-0.55094,-0.11948,1.00347,-1.2148,-0.90636,0.020851,0.08704,0.028488,0.028488,0.458557,0.002429,-0.01233,0.888576,-1.12805,-0.89533,125.41608
160837,1608383,1622,-340,12038,-93,19,-364,0.00676,-0.02229,0.99784,-0.11603,1.54809,-0.63435,-1.27939,-0.38785,0.99811,-1.21808,-0.87651,0.021029,0.08562,0.030254,0.030254,0.458607,0.002215,-0.01226,0.888552,-1.13213,-0.86986,125.40948
160838,1608393,1620,-308,12002,-99,-105,-305,0.00663,-0.02032,0.9957,-0.16183,0.60153,-0.18397,-1.16924,-0.38164,0.99593,-1.21857,-0.85837,0.020904,0.084412,0.026493,0.026493,0.458622,0.002085,-0.012216,0.888545,-1.13445,-0.85428,125.40753
160839,1608403,1658,-326,12088,-107,-192,-308,0.00897,-0.02143,1.00081,-0.2229,-0.0626,-0.20687,-1.22646,-0.51314,1.00108,-1.22117,-0.84944,0.020919,0.083444,0.029992,0.029992,0.458637,0.002021,-0.012222,0.888537,-1.13848,-0.84813,125.40549
160840,1608413,1698,-286,12048,-100,-229,-308,0.01142,-0.01897,0.99843,-0.16947,-0.34504,-0.20687,-1.08863,-0.65521,0.99868,-1.21913,-0.84791,0.020552,0.082902,0.029316,0.029316,0.458653,0.002015,-0.012226,0.888529,-1.13915,-0.84777,125.4035
160841,1608423,1638,-294,12060,-97,-208,-304,0.00774,-0.01946,0.99914,-0.14656,-0.18473,-0.17634,-1.11598,-0.44365,0.99936,-1.21774,-0.8387,0.020267,0.081795,0.029218,0.029218,0.458666,0.001963,-0.012209,0.888523,-1.14013,-0.84157,125.40176
160842,1608433,1686,-300,12040,-101,-147,-301,0.01068,-0.01983,0.99796,-0.1771,0.28092,-0.15344,-1.13844,-0.61325,0.99821,-1.21744,-0.83045,0.020055,0.081213,0.027995,0.027995,0.458678,0.001899,-0.012193,0.888517,-1.14184,-0.83424,125.40017
160843,1608443,1630,-316,12062,-83,-107,-303,0.00725,-0.02081,0.99926,-0.03969,0.58626,-0.1687,-1.1932,-0.41545,0.99951,-1.21733,-0.81376,0.01999,0.08013,0.02838,0.02838,0.458691,0.001783,-0.012147,0.888511,-1.14324,-0.82004,125.39838
160844,1608453,1622,-304,12076,-90,-60,-306,0.00676,-0.02008,1.0001,-0.09313,0.94504,-0.1916,-1.15005,-0.38699,1.00032,-1.21655,-0.79341,0.019811,0.07904,0.027999,0.027999,0.458706,0.001638,-0.012083,0.888504,-1.14428,-0.80197,125.39626
160845,1608463,1630,-286,12054,-89,-31,-316,0.00725,-0.01897,0.99879,-0.0855,1.16641,-0.26794,-1.08824,-0.41566,0.99899,-1.21406,-0.7725,0.019482,0.078106,0.02736,0.02736,0.458728,0.00149,-0.012003,0.888494,-1.14398,-0.78264,125.39336
160846,1608473,1628,-312,12048,-111,-31,-326,0.00712,-0.02057,0.99843,-0.25344,1.16641,-0.34427,-1.18012,-0.40876,0.99867,-1.21581,-0.75216,0.01939,0.077226,0.026796,0.026796,0.458756,0.001329,-0.011952,0.888481,-1.14718,-0.76359,125.38968
160847,1608483,1628,-314,12038,-107,-106,-334,0.00712,-0.02069,0.99784,-0.2229,0.59389,-0.40534,-1.18786,-0.409,0.99808,-1.21744,-0.73821,0.019317,0.076409,0.025976,0.025976,0.458787,0.001216,-0.011923,0.888465,-1.15017,-0.75067,125.38551
160848,1608493,1664,-332,12132,-96,-174,-335,0.00933,-0.02179,1.00342,-0.13893,0.07481,-0.41298,-1.24427,-0.53282,1.0037,-1.21962,-0.73341,0.019372,0.07596,0.023463,0.023463,0.458819,0.001164,-0.011928,0.888449,-1.15336,-0.7457,125.3814
160849,1608503,1654,-290,12060,-94,-215,-329,0.00872,-0.01922,0.99914,-0.12366,-0.23817,-0.36718,-1.10192,-0.49995,0.99937,-1.21792,-0.73034,0.019081,0.075382,0.026248,0.026248,0.458847,0.001144,-0.01192,0.888435,-1.15352,-0.74324,125.37777
160850,1608513,1638,-280,12020,-91,-243,-317,0.00774,-0.0186,0.99677,-0.10076,-0.45191,-0.27557,-1.0693,-0.44472,0.99697,-1.21554,-0.72866,0.018748,0.074735,0.023904,0.023904,0.458868,0.001136,-0.011909,0.888424,-1.15282,-0.7419,125.37506
160851,1608523,1660,-278,12044,-94,-229,-314,0.00909,-0.01848,0.99819,-0.12366,-0.34504,-0.25267,-1.06073,-0.52156,0.99841,-1.21303,-0.72754,0.018382,0.07424,0.025173,0.025173,0.458887,0.001132,-0.0119,0.888414,-1.15219,-0.74101,125.37259
160852,1608533,1622,-240,12028,-93,-194,-312,0.00676,-0.01615,0.99724,-0.11603,-0.07786,-0.2374,-0.92786,-0.38813,0.9974,-1.20751,-0.7209,0.017743,0.07348,0.023944,0.023944,0.458905,0.001097,-0.01185,0.888405,-1.14886,-0.73482,125.37017
160853,1608543,1678,-296,12032,-88,-175,-314,0.01019,-0.01959,0.99748,-0.07786,0.06718,-0.25267,-1.12489,-0.58535,0.99772,-1.20646,-0.71769,0.017556,0.073176,0.024077,0.024077,0.458925,0.001068,-0.011838,0.888395,-1.14913,-0.73123,125.36763
160854,1608553,1644,-266,12034,-94,-187,-308,0.00811,-0.01775,0.9976,-0.12366,-0.02443,-0.20687,-1.0191,-0.4655,0.99779,-1.20335,-0.71261,0.017135,0.072613,0.023921,0.023921,0.458941,0.001034,-0.011807,0.888388,-1.14776,-0.72622,125.36553
160855,1608563,1672,-338,12066,-86,-183,-309,0.00982,-0.02216,0.9995,-0.0626,0.00611,-0.2145,-1.27024,-0.56304,0.99979,-1.20579,-0.70955,0.017288,0.072265,0.024827,0.024827,0.458957,0.000996,-0.011817,0.888379,-1.1508,-0.72294,125.36343
160856,1608573,1642,-330,12044,-84,-186,-309,0.00798,-0.02167,0.99819,-0.04733,-0.01679,-0.2145,-1.24375,-0.45814,0.99846,-1.20734,-0.70437,0.017372,0.071701,0.024041,0.024041,0.458973,0.000947,-0.011815,0.888371,-1.1531,-0.71787,125.36129
160857,1608583,1652,-306,12026,-87,-179,-313,0.0086,-0.0202,0.99712,-0.07023,0.03664,-0.24504,-1.16052,-0.4939,0.99737,-1.20712,-0.69991,0.01727,0.071252,0.022835,0.022835,0.458992,0.000907,-0.011802,0.888361,-1.15392,-0.71311,125.35885
160858,1608593,1652,-336,11984,-87,-163,-306,0.0086,-0.02204,0.99463,-0.07023,0.15878,-0.1916,-1.26939,-0.49512,0.99491,-1.20918,-0.6951,0.017381,0.070885,0.019315,0.019315,0.459007,0.00085,-0.011802,0.888354,-1.15685,-0.70731,125.35693
160859,1608603,1610,-334,12022,-80,-153,-309,0.00602,-0.02192,0.99689,-0.01679,0.23511,-0.2145,-1.25947,-0.34591,0.99715,-1.21064,-0.68569,0.017485,0.070163,0.022328,0.022328,0.459023,0.000768,-0.011781,0.888346,-1.15903,-0.69783,125.35477
160860,1608613,1680,-316,12114,-79,-163,-310,0.01032,-0.02081,1.00235,-0.00916,0.15878,-0.22214,-1.18952,-0.58951,1.00262,-1.21043,-0.68267,0.01744,0.069964,0.022434,0.022434,0.45904,0.000736,-0.011771,0.888337,-1.1597,-0.69414,125.35252
160861,1608623,1626,-270,12078,-87,-177,-310,0.007,-0.01799,1.00021,-0.07023,0.05191,-0.22214,-1.03049,-0.40102,1.0004,-1.20701,-0.67616,0.01704,0.06934,0.023738,0.023738,0.459058,0.000694,-0.011731,0.888329,-1.15779,-0.6878,125.35026
160862,1608633,1620,-312,12076,-95,-196,-312,0.00663,-0.02057,1.0001,-0.1313,-0.09313,-0.2374,-1.17815,-0.37996,1.00033,-1.20778,-0.67077,0.016974,0.068687,0.02356,0.02356,0.459075,0.000647,-0.011723,0.88832,-1.15948,-0.68262,125.34791
160863,1608643,1594,-336,12110,-94,-190,-307,0.00504,-0.02204,1.00212,-0.12366,-0.04733,-0.19924,-1.25991,-0.28798,1.00237,-1.21031,-0.66341,0.017078,0.067893,0.022185,0.022185,0.45909,0.000577,-0.011719,0.888312,-1.16269,-0.67529,125.34594
160864,1608653,1642,-298,12090,-84,-183,-308,0.00798,-0.01971,1.00093,-0.04733,0.00611,-0.20687,-1.12804,-0.45691,1.00115,-1.20905,-0.65927,0.016901,0.06745,0.022957,0.022957,0.459106,0.000544,-0.011699,0.888304,-1.16245,-0.67091,125.34386
160865,1608663,1594,-346,11984,-79,-178,-315,0.00504,-0.02265,0.99463,-0.00916,0.04427,-0.26031,-1.30471,-0.29015,0.9949,-1.21107,-0.6527,0.017065,0.066816,0.018413,0.018413,0.459126,0.000472,-0.01169,0.888294,-1.16528,-0.6631,125.34128
160866,1608673,1598,-264,12042,-97,-172,-313,0.00528,-0.01762,0.99807,-0.14656,0.09008,-0.24504,-1.01158,-0.30326,0.99824,-1.20821,-0.64466,0.016645,0.066088,0.022364,0.022364,0.459145,0.000416,-0.011645,0.888285,-1.16366,-0.65507,125.33878
160867,1608683,1688,-340,12078,-109,-160,-317,0.01081,-0.02229,1.00021,-0.23817,0.18168,-0.27557,-1.27636,-0.61886,1.00052,-1.21225,-0.64294,0.016785,0.066036,0.022833,0.022833,0.459166,0.000378,-0.011671,0.888274,-1.16826,-0.65259,125.33602
160868,1608693,1646,-268,12084,-96,-179,-316,0.00823,-0.01787,1.00057,-0.13893,0.03664,-0.26794,-1.0231,-0.47114,1.00076,-1.2095,-0.63935,0.016383,0.065673,0.022613,0.022613,0.459187,0.000353,-0.011643,0.888263,-1.16672,-0.64865,125.33329
160869,1608703,1664,-330,11822,-74,-179,-311,0.00933,-0.02167,0.985,0.02901,0.03664,-0.22977,-1.2604,-0.54278,0.98529,-1.20974,-0.63893,0.016417,0.065607,0.007252,0.007252,0.459204,0.000332,-0.011645,0.888254,-1.16794,-0.64659,125.33101
160870,1608713,1670,-302,11962,-104,-181,-316,0.0097,-0.01995,0.99332,-0.2,0.02137,-0.26794,-1.15082,-0.55949,0.99357,-1.21091,-0.63808,0.016325,0.065487,0.016236,0.016236,0.459225,0.000311,-0.01165,0.888243,-1.16958,-0.64476,125.32832
160871,1608723,1686,-288,12048,-109,-168,-315,0.01068,-0.0191,0.99843,-0.23817,0.12061,-0.26031,-1.09567,-0.61296,0.99867,-1.21082,-0.63698,0.016079,0.065435,0.022409,0.022409,0.459246,0.000294,-0.01165,0.888233,-1.17046,-0.64297,125.32569
160872,1608733,1612,-276,11942,-96,-188,-308,0.00614,-0.01836,0.99213,-0.13893,-0.03206,-0.20687,-1.06013,-0.35468,0.99232,-1.21018,-0.63388,0.015875,0.065055,0.014374,0.014374,0.459261,0.000257,-0.011624,0.888225,-1.16974,-0.63789,125.32359
160873,1608743,1594,-312,12076,-99,-198,-309,0.00504,-0.02057,1.0001,-0.16183,-0.1084,-0.2145,-1.17815,-0.28857,1.00032,-1.21119,-0.62775,0.015803,0.064321,0.022675,0.022675,0.459278,0.000204,-0.011614,0.888217,-1.1715,-0.63203,125.32146
160874,1608753,1688,-358,12060,-100,-193,-308,0.01081,-0.02339,0.99914,-0.16947,-0.07023,-0.20687,-1.341,-0.6195,0.99948,-1.21592,-0.62888,0.016072,0.064301,0.022493,0.022493,0.459293,0.000187,-0.011655,0.888208,-1.17657,-0.63252,125.31945
160875,1608763,1610,-310,12016,-91,-195,-306,0.00602,-0.02044,0.99653,-0.10076,-0.0855,-0.1916,-1.17532,-0.34604,0.99676,-1.21624,-0.62459,0.015992,0.063762,0.020328,0.020328,0.459308,0.000146,-0.011644,0.888201,-1.17753,-0.62775,125.31757
160876,1608773,1662,-260,11936,-78,-196,-298,0.00921,-0.01738,0.99178,-0.00153,-0.09313,-0.13053,-1.00383,-0.53203,0.99197,-1.2135,-0.62487,0.015721,0.063641,0.013698,0.013698,0.459318,0.000153,-0.011615,0.888196,-1.17426,-0.62691,125.31622
160877,1608783,1610,-310,12076,-86,-177,-300,0.00602,-0.02044,1.0001,-0.0626,0.05191,-0.1458,-1.17113,-0.34481,1.00032,-1.21332,-0.61872,0.015631,0.063056,0.022367,0.022367,0.459329,0.000103,-0.011595,0.888191,-1.17481,-0.62078,125.31475
160878,1608793,1600,-326,12042,-83,-155,-302,0.00541,-0.02143,0.99807,-0.03969,0.21985,-0.16107,-1.22982,-0.31028,0.99832,-1.21422,-0.61051,0.015663,0.062436,0.021661,0.021661,0.459341,3.2e-05,-0.011572,0.888185,-1.17629,-0.61242,125.31311
160879,1608803,1598,-330,11962,-82,-155,-298,0.00528,-0.02167,0.99332,-0.03206,0.21985,-0.13053,-1.24984,-0.30469,0.99357,-1.21525,-0.60414,0.015715,0.061988,0.015773,0.015773,0.459351,-3.8e-05,-0.011553,0.88818,-1.17801,-0.60434,125.31178
160880,1608813,1622,-270,11978,-82,-150,-299,0.00676,-0.01799,0.99427,-0.03206,0.25802,-0.13817,-1.03665,-0.38927,0.99446,-1.21268,-0.59855,0.015429,0.061649,0.017044,0.017044,0.459362,-8e-05,-0.011508,0.888175,-1.17557,-0.59761,125.31031
160881,1608823,1690,-306,12064,-94,-165,-304,0.01093,-0.0202,0.99938,-0.12366,0.14351,-0.17634,-1.1579,-0.62643,0.99965,-1.21283,-0.59836,0.015313,0.061708,0.022126,0.022126,0.459376,-9e-05,-0.011511,0.888167,-1.17643,-0.59679,125.30853
160882,1608833,1680,-282,12030,-101,-170,-297,0.01032,-0.01873,0.99736,-0.1771,0.10534,-0.1229,-1.07571,-0.59248,0.99759,-1.21185,-0.59781,0.015043,0.061697,0.020849,0.020849,0.459386,-9.8e-05,-0.011505,0.888162,-1.17619,-0.59568,125.30725
160883,1608843,1588,-276,12028,-88,-173,-297,0.00467,-0.01836,0.99724,-0.07786,0.08244,-0.1229,-1.0547,-0.26826,0.99742,-1.20952,-0.59082,0.014738,0.061063,0.020604,0.020604,0.459395,-0.000148,-0.011463,0.888158,-1.17454,-0.58837,125.30597
160884,1608853,1606,-330,12056,-90,-166,-294,0.00577,-0.02167,0.99891,-0.09313,0.13588,-0.1,-1.24286,-0.33114,0.99916,-1.2113,-0.58445,0.014804,0.060538,0.021708,0.021708,0.459403,-0.000207,-0.011454,0.888154,-1.17683,-0.58189,125.30497
160885,1608863,1658,-328,12092,-89,-165,-298,0.00897,-0.02155,1.00105,-0.0855,0.14351,-0.13053,-1.23319,-0.51302,1.00132,-1.21275,-0.58211,0.014845,0.060397,0.021389,0.021389,0.459413,-0.000237,-0.011458,0.888149,-1.17879,-0.57911,125.30365
160886,1608873,1608,-300,12034,-87,-163,-298,0.0059,-0.01983,0.9976,-0.07023,0.15878,-0.13053,-1.13884,-0.33863,0.99781,-1.21206,-0.57611,0.014701,0.059928,0.020688,0.020688,0.459423,-0.000286,-0.011432,0.888144,-1.17869,-0.57276,125.30231
160887,1608883,1628,-304,12076,-89,-157,-293,0.00712,-0.02008,1.0001,-0.0855,0.20458,-0.09237,-1.15005,-0.40808,1.00032,-1.2117,-0.57107,0.014574,0.059592,0.021554,0.021554,0.45943,-0.000328,-0.011413,0.888141,-1.17896,-0.56744,125.30132
160888,1608893,1712,-312,12000,-94,-151,-288,0.01228,-0.02057,0.99558,-0.12366,0.25038,-0.0542,-1.1835,-0.70649,0.99587,-1.21254,-0.57169,0.014523,0.059829,0.018403,0.018403,0.459435,-0.000332,-0.011424,0.888138,-1.18028,-0.56769,125.30074
160889,1608903,1590,-294,12074,-87,-149,-298,0.00479,-0.01946,0.99998,-0.07023,0.26565,-0.13053,-1.11506,-0.27455,1.00018,-1.21128,-0.56331,0.014326,0.059237,0.021443,0.021443,0.459445,-0.000395,-0.011385,0.888133,-1.17967,-0.55919,125.29937
160890,1608913,1634,-290,12074,-85,-176,-297,0.00749,-0.01922,0.99998,-0.05496,0.05954,-0.1229,-1.101,-0.42923,1.00019,-1.2096,-0.56044,0.014104,0.058969,0.02135,0.02135,0.459454,-0.000416,-0.011365,0.888129,-1.17863,-0.55603,125.2981
160891,1608923,1684,-294,12004,-89,-185,-298,0.01056,-0.01946,0.99582,-0.0855,-0.00916,-0.13053,-1.11971,-0.60751,0.99606,-1.20892,-0.56198,0.013947,0.059049,0.018468,0.018468,0.459464,-0.000406,-0.011367,0.888123,-1.17831,-0.55716,125.29681
160892,1608933,1682,-304,12118,-95,-168,-294,0.01044,-0.02008,1.00259,-0.1313,0.12061,-0.1,-1.14719,-0.59639,1.00285,-1.20913,-0.56205,0.013831,0.059114,0.019682,0.019682,0.459472,-0.000412,-0.01137,0.888119,-1.179,-0.55675,125.29576
160893,1608943,1626,-290,12064,-82,-156,-292,0.007,-0.01922,0.99938,-0.03206,0.21221,-0.08473,-1.10166,-0.40134,0.99959,-1.2073,-0.55715,0.013617,0.058799,0.021157,0.021157,0.459479,-0.000447,-0.01134,0.888116,-1.17776,-0.55154,125.29485
160894,1608953,1580,-312,11976,-90,-161,-305,0.00418,-0.02057,0.99415,-0.09313,0.17405,-0.18397,-1.18519,-0.2408,0.99437,-1.208,-0.55092,0.013582,0.058323,0.016117,0.016117,0.459493,-0.000512,-0.011317,0.888109,-1.17882,-0.54381,125.29299
160895,1608963,1662,-320,12074,-95,-158,-300,0.00921,-0.02106,0.99998,-0.1313,0.19695,-0.1458,-1.2064,-0.52763,1.00024,-1.20938,-0.54907,0.013576,0.05828,0.021123,0.021123,0.459505,-0.000537,-0.011322,0.888103,-1.18067,-0.54155,125.2915
160896,1608973,1622,-292,12040,-98,-167,-301,0.00676,-0.01934,0.99796,-0.1542,0.12824,-0.15344,-1.11027,-0.38783,0.99817,-1.209,-0.5451,0.013384,0.057973,0.020384,0.020384,0.459516,-0.000571,-0.011306,0.888097,-1.18079,-0.53723,125.28993
160897,1608983,1614,-302,12070,-94,-182,-299,0.00627,-0.01995,0.99974,-0.12366,0.01374,-0.13817,-1.14343,-0.359,0.99996,-1.20897,-0.54163,0.013252,0.057607,0.020993,0.020993,0.459527,-0.000602,-0.011295,0.888092,-1.18127,-0.53356,125.28853
160898,1608993,1650,-274,12082,-101,-182,-297,0.00847,-0.01824,1.00045,-0.1771,0.01374,-0.1229,-1.04429,-0.48525,1.00065,-1.2074,-0.54088,0.012927,0.057496,0.020832,0.020832,0.459537,-0.000606,-0.011283,0.888087,-1.18029,-0.53248,125.28728
160899,1609003,1586,-316,12092,-97,-174,-297,0.00455,-0.02081,1.00105,-0.14656,0.07481,-0.1229,-1.19107,-0.26021,1.00127,-1.20863,-0.53495,0.012893,0.056957,0.020524,0.020524,0.459546,-0.000661,-0.011271,0.888082,-1.18196,-0.52632,125.28603
160900,1609013,1622,-316,12102,-94,-169,-298,0.00676,-0.02081,1.00164,-0.12366,0.11298,-0.13053,-1.19037,-0.38639,1.00188,-1.2096,-0.53142,0.012856,0.056678,0.020093,0.020093,0.459556,-0.000696,-0.011266,0.888077,-1.18335,-0.52243,125.28471
160901,1609023,1620,-276,11954,-86,-170,-300,0.00663,-0.01836,0.99285,-0.0626,0.10534,-0.1458,-1.05937,-0.38275,0.99304,-1.20823,-0.52885,0.012657,0.056483,0.014062,0.014062,0.459567,-0.000718,-0.011238,0.888071,-1.1816,-0.51875,125.2832
160902,1609033,1610,-300,12034,-87,-173,-303,0.00602,-0.01983,0.9976,-0.07023,0.08244,-0.1687,-1.13884,-0.34568,0.99781,-1.20767,-0.52495,0.012526,0.056142,0.019879,0.019879,0.45958,-0.000751,-0.01122,0.888065,-1.18144,-0.51451,125.28149
160903,1609043,1602,-288,12000,-97,-174,-299,0.00553,-0.0191,0.99558,-0.14656,0.07481,-0.13817,-1.09881,-0.31814,0.99578,-1.2073,-0.52111,0.012343,0.0558,0.017675,0.017675,0.459591,-0.000785,-0.0112,0.88806,-1.18127,-0.50993,125.28007
160904,1609053,1624,-296,12028,-98,-184,-301,0.00688,-0.01959,0.99724,-0.1542,-0.00153,-0.15344,-1.12516,-0.39515,0.99746,-1.20733,-0.51922,0.01219,0.055568,0.019524,0.019524,0.459603,-0.000805,-0.011194,0.888054,-1.18168,-0.5077,125.27853
160905,1609063,1640,-306,12046,-98,-182,-302,0.00786,-0.0202,0.99831,-0.1542,0.01374,-0.16107,-1.15914,-0.45106,0.99855,-1.20799,-0.51824,0.012095,0.055438,0.0203,0.0203,0.459615,-0.000819,-0.011198,0.888047,-1.18276,-0.50646,125.27692
160906,1609073,1630,-318,12062,-97,-186,-296,0.00725,-0.02094,0.99926,-0.14656,-0.01679,-0.11527,-1.20023,-0.41545,0.99951,-1.20938,-0.51683,0.012077,0.055238,0.020616,0.020616,0.459624,-0.000839,-0.011205,0.888042,-1.18456,-0.50484,125.27576
160907,1609083,1596,-348,12028,-86,-182,-300,0.00516,-0.02278,0.99724,-0.0626,0.01374,-0.1458,-1.30834,-0.29643,0.99752,-1.21203,-0.51295,0.012256,0.054835,0.019431,0.019431,0.459635,-0.000884,-0.011212,0.888037,-1.18764,-0.50059,125.27433
160908,1609093,1624,-342,12042,-89,-171,-299,0.00688,-0.02241,0.99807,-0.0855,0.09771,-0.13817,-1.28613,-0.3948,0.99835,-1.21448,-0.51017,0.012393,0.054614,0.020035,0.020035,0.459646,-0.000919,-0.011221,0.888031,-1.19044,-0.49753,125.27294
160909,1609103,1652,-268,11960,-96,-171,-298,0.0086,-0.01787,0.9932,-0.13893,0.09771,-0.13053,-1.03069,-0.49587,0.9934,-1.21332,-0.50954,0.012143,0.054595,0.014386,0.014386,0.459656,-0.00092,-0.011204,0.888026,-1.18876,-0.49655,125.2716
160910,1609113,1632,-326,12084,-93,-172,-296,0.00737,-0.02143,1.00057,-0.11603,0.09008,-0.11527,-1.22675,-0.42193,1.00083,-1.21485,-0.5074,0.012166,0.054428,0.020454,0.020454,0.459665,-0.000946,-0.01121,0.888021,-1.19067,-0.49418,125.27042
160911,1609123,1666,-322,12082,-97,-159,-295,0.00946,-0.02118,1.00045,-0.14656,0.18931,-0.10763,-1.21285,-0.54143,1.00072,-1.21637,-0.50677,0.01216,0.054496,0.020432,0.020432,0.459673,-0.000961,-0.011221,0.888017,-1.19257,-0.49325,125.2693
160912,1609133,1688,-294,12026,-91,-143,-296,0.01081,-0.01946,0.99712,-0.10076,0.31145,-0.11527,-1.11824,-0.62081,0.99737,-1.21559,-0.50644,0.011981,0.054706,0.019185,0.019185,0.459683,-0.000964,-0.011215,0.888012,-1.19209,-0.4927,125.26807
160913,1609143,1592,-292,12068,-97,-139,-295,0.00492,-0.01934,0.99962,-0.14656,0.34198,-0.10763,-1.10842,-0.28168,0.99982,-1.21495,-0.49903,0.011772,0.05428,0.020448,0.020448,0.459691,-0.001022,-0.011183,0.888008,-1.19187,-0.48508,125.26693
160914,1609153,1654,-276,12050,-92,-142,-306,0.00872,-0.01836,0.99855,-0.1084,0.31908,-0.1916,-1.05332,-0.50025,0.99876,-1.21288,-0.49646,0.011465,0.054287,0.020097,0.020097,0.459707,-0.001037,-0.011158,0.888,-1.19017,-0.48223,125.26492
160915,1609163,1624,-300,12018,-99,-147,-306,0.00688,-0.01983,0.99665,-0.16183,0.28092,-0.1916,-1.13993,-0.39538,0.99687,-1.21323,-0.49236,0.011335,0.054115,0.018574,0.018574,0.459722,-0.001075,-0.011145,0.887992,-1.19078,-0.47774,125.26292
160916,1609173,1634,-284,11976,-101,-156,-308,0.00749,-0.01885,0.99415,-0.1771,0.21221,-0.20687,-1.08625,-0.43174,0.99436,-1.21312,-0.48986,0.011147,0.054029,0.01551,0.01551,0.459738,-0.001097,-0.011131,0.887984,-1.19051,-0.47477,125.26081
160917,1609183,1602,-284,12058,-103,-153,-305,0.00553,-0.01885,0.99903,-0.19237,0.23511,-0.18397,-1.08095,-0.31704,0.99922,-1.21243,-0.48458,0.010891,0.053703,0.02027,0.02027,0.459753,-0.001138,-0.011106,0.887977,-1.19022,-0.46931,125.2589
160918,1609193,1596,-284,12000,-97,-162,-310,0.00516,-0.01885,0.99558,-0.14656,0.16641,-0.22214,-1.08469,-0.29695,0.99577,-1.21177,-0.48023,0.010681,0.0534,0.017311,0.017311,0.45977,-0.001175,-0.011081,0.887968,-1.1896,-0.4643,125.25663
160919,1609203,1622,-314,12012,-106,-169,-310,0.00676,-0.02069,0.99629,-0.21527,0.11298,-0.22214,-1.1897,-0.38846,0.99653,-1.21358,-0.47797,0.01064,0.053244,0.018208,0.018208,0.459787,-0.001204,-0.011088,0.887959,-1.19173,-0.46172,125.25439
160920,1609213,1594,-280,11976,-99,-169,-312,0.00504,-0.0186,0.99415,-0.16183,0.11298,-0.2374,-1.07211,-0.29031,0.99434,-1.21309,-0.47448,0.010431,0.052972,0.015489,0.015489,0.459805,-0.001235,-0.011064,0.88795,-1.19102,-0.45732,125.25197
160921,1609223,1614,-316,12090,-101,-162,-311,0.00627,-0.02081,1.00093,-0.1771,0.16641,-0.22977,-1.19121,-0.35857,1.00116,-1.21449,-0.47103,0.010386,0.052755,0.020131,0.020131,0.459823,-0.00127,-0.011064,0.887941,-1.19277,-0.45373,125.24965
160922,1609233,1612,-280,12096,-94,-169,-308,0.00614,-0.0186,1.00128,-0.12366,0.11298,-0.20687,-1.06448,-0.35144,1.00148,-1.21281,-0.46806,0.010103,0.052532,0.019928,0.019928,0.459839,-0.001289,-0.011041,0.887933,-1.19143,-0.4506,125.24753
160923,1609243,1644,-312,12030,-97,-166,-307,0.00811,-0.02057,0.99736,-0.14656,0.13588,-0.19924,-1.18138,-0.46558,0.99761,-1.21374,-0.46719,0.010043,0.052529,0.019233,0.019233,0.459855,-0.001302,-0.011046,0.887924,-1.19268,-0.44958,125.24551
160924,1609253,1654,-324,11960,-93,-170,-307,0.00872,-0.0213,0.9932,-0.11603,0.10534,-0.19924,-1.22877,-0.50292,0.99347,-1.2152,-0.46718,0.010062,0.052578,0.014308,0.014308,0.459871,-0.00131,-0.01106,0.887916,-1.19452,-0.4496,125.2435
160925,1609263,1662,-314,12052,-98,-178,-309,0.00921,-0.02069,0.99867,-0.1542,0.04427,-0.2145,-1.18687,-0.52833,0.99893,-1.21624,-0.4685,0.010005,0.052693,0.020132,0.020132,0.459887,-0.001306,-0.011076,0.887907,-1.19589,-0.45077,125.24134
160926,1609273,1618,-272,12010,-98,-173,-303,0.00651,-0.01811,0.99617,-0.1542,0.08244,-0.1687,-1.04172,-0.37441,0.99636,-1.21471,-0.46651,0.009707,0.052535,0.01798,0.01798,0.459901,-0.001318,-0.011055,0.887901,-1.19438,-0.44847,125.23961
160927,1609283,1632,-276,12050,-98,-174,-300,0.00737,-0.01836,0.99855,-0.1542,0.07481,-0.1458,-1.05332,-0.42281,0.99875,-1.21309,-0.46542,0.0094,0.052453,0.020006,0.020006,0.459912,-0.001323,-0.01104,0.887895,-1.19309,-0.44724,125.23813
160928,1609293,1616,-332,12066,-94,-176,-301,0.00639,-0.02179,0.9995,-0.12366,0.05954,-0.15344,-1.24915,-0.36611,0.99976,-1.21513,-0.46334,0.009467,0.052264,0.020261,0.020261,0.459924,-0.001349,-0.011049,0.887889,-1.19544,-0.44506,125.23657
160929,1609303,1616,-260,12028,-92,-169,-308,0.00639,-0.01738,0.99724,-0.1084,0.11298,-0.20687,-0.99833,-0.36697,0.99741,-1.21217,-0.46091,0.009077,0.052093,0.018984,0.018984,0.45994,-0.001358,-0.011017,0.887881,-1.19259,-0.44242,125.23446
